fav_count,q_total,q_next_in28days_count,q_next_after29days_count,q_no_repeat_count,q_retention_28days,q_retention_after29days,no_repeat_rate
449,18,13,3,2,0.72222222222222221,0.16666666666666666,0.1111111111111111
450,13,10,1,2,0.76923076923076927,0.076923076923076927,0.15384615384615385
451,13,9,4,0,0.69230769230769229,0.30769230769230771,0
452,15,10,5,0,0.66666666666666663,0.33333333333333331,0
453,13,8,3,2,0.61538461538461542,0.23076923076923078,0.15384615384615385
454,18,10,5,3,0.55555555555555558,0.27777777777777779,0.16666666666666666
455,12,10,1,1,0.83333333333333337,0.083333333333333329,0.083333333333333329
456,22,19,2,1,0.86363636363636365,0.090909090909090912,0.045454545454545456
457,8,7,0,1,0.875,0,0.125
458,11,9,2,0,0.81818181818181823,0.18181818181818182,0
459,15,10,5,0,0.66666666666666663,0.33333333333333331,0
460,19,16,3,0,0.84210526315789469,0.15789473684210525,0
461,17,9,7,1,0.52941176470588236,0.41176470588235292,0.058823529411764705
462,12,9,3,0,0.75,0.25,0
463,12,10,2,0,0.83333333333333337,0.16666666666666666,0
464,12,11,1,0,0.91666666666666663,0.083333333333333329,0
465,14,8,6,0,0.5714285714285714,0.42857142857142855,0
466,18,13,5,0,0.72222222222222221,0.27777777777777779,0
467,19,17,2,0,0.89473684210526316,0.10526315789473684,0
468,18,16,1,1,0.88888888888888884,0.055555555555555552,0.055555555555555552
469,14,9,2,3,0.6428571428571429,0.14285714285714285,0.21428571428571427
470,17,12,4,1,0.70588235294117652,0.23529411764705882,0.058823529411764705
471,17,13,3,1,0.76470588235294112,0.17647058823529413,0.058823529411764705
472,18,12,5,1,0.66666666666666663,0.27777777777777779,0.055555555555555552
473,15,9,5,1,0.6,0.33333333333333331,0.066666666666666666
474,12,9,3,0,0.75,0.25,0
475,13,8,2,3,0.61538461538461542,0.15384615384615385,0.23076923076923078
476,13,8,4,1,0.61538461538461542,0.30769230769230771,0.076923076923076927
477,11,7,4,0,0.63636363636363635,0.36363636363636365,0
478,15,10,4,1,0.66666666666666663,0.26666666666666666,0.066666666666666666
479,15,12,2,1,0.8,0.13333333333333333,0.066666666666666666
480,13,11,2,0,0.84615384615384615,0.15384615384615385,0
481,13,11,2,0,0.84615384615384615,0.15384615384615385,0
482,15,11,3,1,0.73333333333333328,0.2,0.066666666666666666
483,11,8,0,3,0.72727272727272729,0,0.27272727272727271
484,16,12,4,0,0.75,0.25,0
485,14,10,2,2,0.7142857142857143,0.14285714285714285,0.14285714285714285
486,15,11,3,1,0.73333333333333328,0.2,0.066666666666666666
487,7,6,1,0,0.8571428571428571,0.14285714285714285,0
488,13,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385
489,18,15,2,1,0.83333333333333337,0.1111111111111111,0.055555555555555552
490,18,8,8,2,0.44444444444444442,0.44444444444444442,0.1111111111111111
491,15,6,6,3,0.4,0.4,0.2
492,18,16,2,0,0.88888888888888884,0.1111111111111111,0
493,15,10,5,0,0.66666666666666663,0.33333333333333331,0
494,13,9,3,1,0.69230769230769229,0.23076923076923078,0.076923076923076927
495,14,11,3,0,0.7857142857142857,0.21428571428571427,0
496,9,7,1,1,0.77777777777777779,0.1111111111111111,0.1111111111111111
