fav_count,q_total,q_next_in28days_count,q_next_after29days_count,q_no_repeat_count,q_retention_28days,q_retention_after29days,no_repeat_rate
51,2558,1607,750,201,0.62822517591868643,0.29319781078967944,0.078577013291634093
52,2470,1565,710,195,0.6336032388663968,0.2874493927125506,0.078947368421052627
53,2425,1556,669,200,0.6416494845360825,0.2758762886597938,0.08247422680412371
54,2312,1485,648,179,0.64230103806228378,0.28027681660899656,0.07742214532871973
55,2211,1425,628,158,0.64450474898236088,0.28403437358661238,0.071460877431026679
56,2158,1396,607,155,0.64689527340129749,0.28127896200185359,0.071825764596848932
57,1987,1315,528,144,0.66180171112229491,0.26572722697533968,0.07247106190236538
58,1918,1237,530,151,0.64494264859228367,0.27632950990615224,0.07872784150156413
59,1861,1187,548,126,0.63782912412681358,0.29446534121440088,0.0677055346587856
60,1753,1110,508,135,0.63320022818026245,0.28978893325727323,0.077010838562464351
61,1823,1176,494,153,0.64509051014810748,0.27098189797037847,0.083927591881513983
62,1710,1110,460,140,0.64912280701754388,0.26900584795321636,0.081871345029239762
63,1601,1052,428,121,0.65708931917551527,0.26733291692692068,0.075577763897564029
64,1604,1079,410,115,0.67269326683291775,0.25561097256857856,0.071695760598503744
65,1552,983,431,138,0.63337628865979378,0.27770618556701032,0.08891752577319588
66,1530,1013,395,122,0.66209150326797384,0.2581699346405229,0.079738562091503262
67,1425,898,420,107,0.63017543859649128,0.29473684210526313,0.07508771929824562
68,1493,1010,387,96,0.67649028801071664,0.2592096450100469,0.064300066979236431
69,1306,874,344,88,0.669218989280245,0.26339969372128635,0.06738131699846861
70,1279,827,345,107,0.64659890539483977,0.26974198592650506,0.0836591086786552
71,1199,759,337,103,0.6330275229357798,0.2810675562969141,0.085904920767306089
72,1213,768,356,89,0.63314097279472381,0.29348722176422093,0.073371805441055232
73,1139,718,323,98,0.630377524143986,0.28358208955223879,0.086040386303775238
74,1186,762,344,80,0.642495784148398,0.2900505902192243,0.067453625632377737
75,1147,755,321,71,0.6582388840453357,0.2798605056669573,0.061900610287707061
76,1061,666,309,86,0.62770970782280866,0.29123468426013194,0.081055607917059375
77,1060,676,299,85,0.63773584905660374,0.2820754716981132,0.080188679245283015
78,1017,692,262,63,0.68043264503441492,0.25762045231071778,0.061946902654867256
79,981,650,271,60,0.66258919469928645,0.2762487257900102,0.061162079510703363
80,961,631,271,59,0.65660770031217486,0.28199791883454733,0.061394380853277836
81,946,636,249,61,0.67230443974630016,0.2632135306553911,0.064482029598308663
82,919,583,254,82,0.63438520130576714,0.2763873775843308,0.089227421109902061
83,893,577,241,75,0.64613661814109746,0.26987681970884658,0.083986562150056
84,914,621,232,61,0.6794310722100656,0.25382932166301969,0.066739606126914666
85,811,527,230,54,0.64981504315659677,0.28360049321824909,0.066584463625154133
86,893,605,223,65,0.67749160134378494,0.24972004479283313,0.072788353863381852
87,811,537,217,57,0.66214549938347722,0.26757090012330459,0.070283600493218246
88,761,527,177,57,0.69250985545335086,0.2325886990801577,0.074901445466491454
89,847,547,228,72,0.64580873671782768,0.269185360094451,0.085005903187721374
90,754,509,185,60,0.67506631299734743,0.24535809018567639,0.079575596816976124
91,739,514,172,53,0.69553450608930989,0.2327469553450609,0.071718538565629222
92,711,488,170,53,0.68635724331926862,0.23909985935302391,0.074542897327707455
93,694,471,185,38,0.67867435158501443,0.2665706051873199,0.054755043227665709
94,704,443,199,62,0.62926136363636365,0.28267045454545453,0.088068181818181823
95,672,447,182,43,0.6651785714285714,0.27083333333333331,0.063988095238095233
96,692,475,169,48,0.68641618497109824,0.24421965317919075,0.069364161849710976
97,646,429,175,42,0.66408668730650156,0.27089783281733748,0.065015479876160992
98,659,437,175,47,0.66312594840667682,0.26555386949924126,0.071320182094081946
99,622,389,186,47,0.62540192926045013,0.29903536977491962,0.075562700964630219
100,581,380,157,44,0.65404475043029264,0.270223752151463,0.0757314974182444
101,554,387,127,40,0.69855595667870041,0.2292418772563177,0.072202166064981949
102,559,368,142,49,0.65831842576028621,0.25402504472271914,0.087656529516994638
103,594,388,157,49,0.65319865319865322,0.26430976430976433,0.082491582491582491
104,520,345,138,37,0.66346153846153844,0.26538461538461539,0.071153846153846151
105,533,355,140,38,0.66604127579737338,0.26266416510318952,0.071294559099437146
106,505,339,142,24,0.67128712871287133,0.28118811881188122,0.047524752475247525
107,544,357,151,36,0.65625,0.27757352941176472,0.0661764705882353
108,525,339,146,40,0.64571428571428569,0.27809523809523812,0.0761904761904762
109,483,325,122,36,0.67287784679089024,0.2525879917184265,0.074534161490683232
110,521,340,139,42,0.65259117082533591,0.2667946257197697,0.080614203454894437
111,483,307,142,34,0.63561076604554867,0.2939958592132505,0.070393374741200831
112,485,314,142,29,0.64742268041237117,0.29278350515463919,0.059793814432989693
113,484,334,121,29,0.69008264462809921,0.25,0.059917355371900828
114,389,262,96,31,0.67352185089974292,0.2467866323907455,0.079691516709511565
115,427,289,116,22,0.6768149882903981,0.27166276346604218,0.051522248243559721
116,436,305,103,28,0.69954128440366969,0.23623853211009174,0.064220183486238536
117,425,305,99,21,0.71764705882352942,0.23294117647058823,0.049411764705882349
118,385,268,100,17,0.69610389610389611,0.25974025974025972,0.044155844155844157
119,427,285,115,27,0.667447306791569,0.26932084309133492,0.06323185011709602
120,392,255,112,25,0.65051020408163263,0.2857142857142857,0.063775510204081634
121,415,299,96,20,0.72048192771084341,0.23132530120481928,0.048192771084337352
122,403,278,101,24,0.6898263027295285,0.25062034739454092,0.059553349875930521
123,374,234,112,28,0.62566844919786091,0.29946524064171121,0.0748663101604278
124,371,250,94,27,0.67385444743935308,0.25336927223719674,0.07277628032345014
125,369,255,90,24,0.69105691056910568,0.24390243902439024,0.065040650406504072
126,334,227,86,21,0.67964071856287422,0.25748502994011974,0.062874251497005984
127,382,253,97,32,0.662303664921466,0.25392670157068065,0.083769633507853408
128,357,233,95,29,0.65266106442577032,0.26610644257703081,0.081232492997198882
129,342,227,96,19,0.66374269005847952,0.2807017543859649,0.055555555555555552
130,310,215,71,24,0.69354838709677424,0.22903225806451613,0.077419354838709681
131,326,206,94,26,0.63190184049079756,0.28834355828220859,0.079754601226993863
132,327,231,73,23,0.70642201834862384,0.22324159021406728,0.070336391437308868
133,354,224,102,28,0.632768361581921,0.288135593220339,0.07909604519774012
134,290,205,61,24,0.7068965517241379,0.2103448275862069,0.082758620689655171
135,311,201,86,24,0.6463022508038585,0.27652733118971062,0.077170418006430874
136,317,196,100,21,0.6182965299684543,0.31545741324921134,0.066246056782334389
137,295,204,72,19,0.69152542372881354,0.2440677966101695,0.064406779661016947
138,266,187,64,15,0.70300751879699253,0.24060150375939848,0.056390977443609019
139,285,191,68,26,0.6701754385964912,0.23859649122807017,0.0912280701754386
140,287,187,79,21,0.65156794425087106,0.27526132404181186,0.073170731707317069
141,260,176,70,14,0.676923076923077,0.26923076923076922,0.053846153846153849
142,265,172,77,16,0.64905660377358487,0.29056603773584905,0.060377358490566038
143,248,182,51,15,0.7338709677419355,0.20564516129032259,0.060483870967741937
144,265,175,75,15,0.660377358490566,0.28301886792452829,0.056603773584905662
145,285,191,79,15,0.6701754385964912,0.27719298245614032,0.052631578947368418
146,248,166,67,15,0.66935483870967738,0.27016129032258063,0.060483870967741937
147,241,168,48,25,0.69709543568464727,0.19917012448132779,0.1037344398340249
148,262,177,61,24,0.67557251908396942,0.23282442748091603,0.0916030534351145
149,213,146,53,14,0.68544600938967137,0.24882629107981222,0.065727699530516437
150,223,156,50,17,0.69955156950672648,0.22421524663677131,0.07623318385650224
151,235,171,49,15,0.72765957446808516,0.20851063829787234,0.063829787234042548
152,264,182,64,18,0.68939393939393945,0.24242424242424243,0.068181818181818177
153,224,151,58,15,0.6741071428571429,0.25892857142857145,0.066964285714285712
154,235,150,74,11,0.63829787234042556,0.31489361702127661,0.046808510638297871
155,245,176,61,8,0.71836734693877546,0.24897959183673468,0.0326530612244898
156,236,165,51,20,0.69915254237288138,0.21610169491525424,0.0847457627118644
157,203,134,50,19,0.66009852216748766,0.24630541871921183,0.093596059113300489
158,196,117,63,16,0.59693877551020413,0.32142857142857145,0.081632653061224483
159,208,135,58,15,0.64903846153846156,0.27884615384615385,0.072115384615384609
160,231,169,44,18,0.73160173160173159,0.19047619047619047,0.07792207792207792
161,206,137,52,17,0.66504854368932043,0.25242718446601942,0.0825242718446602
162,212,143,55,14,0.67452830188679247,0.25943396226415094,0.0660377358490566
163,212,133,67,12,0.62735849056603776,0.31603773584905659,0.056603773584905662
164,178,123,42,13,0.6910112359550562,0.23595505617977527,0.073033707865168537
165,193,122,59,12,0.63212435233160624,0.30569948186528495,0.062176165803108807
166,206,133,54,19,0.64563106796116509,0.26213592233009708,0.092233009708737865
167,162,106,35,21,0.654320987654321,0.21604938271604937,0.12962962962962962
168,197,123,61,13,0.62436548223350252,0.30964467005076141,0.065989847715736044
169,177,117,48,12,0.66101694915254239,0.2711864406779661,0.067796610169491525
170,196,131,50,15,0.66836734693877553,0.25510204081632654,0.076530612244897961
171,193,135,47,11,0.69948186528497414,0.24352331606217617,0.056994818652849742
172,185,132,46,7,0.71351351351351355,0.24864864864864866,0.03783783783783784
173,172,119,41,12,0.69186046511627908,0.23837209302325582,0.069767441860465115
174,168,110,44,14,0.65476190476190477,0.26190476190476192,0.083333333333333329
175,167,112,42,13,0.6706586826347305,0.25149700598802394,0.077844311377245512
176,168,105,53,10,0.625,0.31547619047619047,0.059523809523809521
177,168,117,38,13,0.6964285714285714,0.22619047619047619,0.077380952380952384
178,176,115,44,17,0.65340909090909094,0.25,0.096590909090909088
179,168,107,49,12,0.63690476190476186,0.29166666666666669,0.071428571428571425
180,172,116,39,17,0.67441860465116277,0.22674418604651161,0.098837209302325577
181,161,108,40,13,0.67080745341614911,0.2484472049689441,0.080745341614906832
182,142,99,34,9,0.69718309859154926,0.23943661971830985,0.063380281690140844
183,159,108,43,8,0.67924528301886788,0.27044025157232704,0.050314465408805034
184,144,94,42,8,0.65277777777777779,0.29166666666666669,0.055555555555555552
185,131,95,30,6,0.72519083969465647,0.22900763358778625,0.045801526717557252
186,160,102,44,14,0.6375,0.275,0.0875
187,148,94,44,10,0.63513513513513509,0.29729729729729731,0.067567567567567571
188,153,105,41,7,0.68627450980392157,0.26797385620915032,0.0457516339869281
189,161,105,46,10,0.65217391304347827,0.2857142857142857,0.062111801242236024
190,152,116,31,5,0.76315789473684215,0.20394736842105263,0.032894736842105261
191,131,95,29,7,0.72519083969465647,0.22137404580152673,0.053435114503816793
192,133,88,35,10,0.66165413533834583,0.26315789473684209,0.075187969924812026
193,131,86,39,6,0.65648854961832059,0.29770992366412213,0.045801526717557252
194,125,82,31,12,0.656,0.248,0.096
195,147,94,46,7,0.63945578231292521,0.31292517006802723,0.047619047619047616
196,130,84,37,9,0.64615384615384619,0.2846153846153846,0.069230769230769235
197,127,93,24,10,0.73228346456692917,0.1889763779527559,0.07874015748031496
198,121,78,32,11,0.64462809917355368,0.26446280991735538,0.090909090909090912
199,124,83,34,7,0.66935483870967738,0.27419354838709675,0.056451612903225805
200,118,86,30,2,0.72881355932203384,0.25423728813559321,0.016949152542372881
201,118,80,32,6,0.67796610169491522,0.2711864406779661,0.050847457627118647
202,126,86,30,10,0.68253968253968256,0.23809523809523808,0.079365079365079361
203,129,92,29,8,0.71317829457364346,0.22480620155038761,0.062015503875968991
204,123,79,33,11,0.64227642276422769,0.26829268292682928,0.08943089430894309
205,111,79,23,9,0.71171171171171166,0.2072072072072072,0.081081081081081086
206,112,75,27,10,0.6696428571428571,0.24107142857142858,0.089285714285714288
207,96,68,22,6,0.70833333333333337,0.22916666666666666,0.0625
208,93,68,21,4,0.73118279569892475,0.22580645161290322,0.043010752688172046
209,116,82,30,4,0.7068965517241379,0.25862068965517243,0.034482758620689655
210,131,87,31,13,0.66412213740458015,0.23664122137404581,0.099236641221374045
211,103,82,13,8,0.79611650485436891,0.12621359223300971,0.077669902912621352
212,111,80,25,6,0.72072072072072069,0.22522522522522523,0.054054054054054057
213,116,77,32,7,0.66379310344827591,0.27586206896551724,0.0603448275862069
214,120,80,32,8,0.66666666666666663,0.26666666666666666,0.066666666666666666
215,88,65,18,5,0.73863636363636365,0.20454545454545456,0.056818181818181816
216,109,68,34,7,0.62385321100917435,0.31192660550458717,0.064220183486238536
217,105,66,36,3,0.62857142857142856,0.34285714285714286,0.028571428571428571
218,108,61,41,6,0.56481481481481477,0.37962962962962965,0.055555555555555552
219,83,51,25,7,0.61445783132530118,0.30120481927710846,0.084337349397590355
220,97,72,22,3,0.74226804123711343,0.22680412371134021,0.030927835051546393
221,105,71,31,3,0.67619047619047623,0.29523809523809524,0.028571428571428571
222,94,65,25,4,0.69148936170212771,0.26595744680851063,0.0425531914893617
223,91,56,29,6,0.61538461538461542,0.31868131868131866,0.065934065934065936
224,104,72,27,5,0.69230769230769229,0.25961538461538464,0.04807692307692308
225,94,66,22,6,0.7021276595744681,0.23404255319148937,0.063829787234042548
226,87,62,21,4,0.71264367816091956,0.2413793103448276,0.045977011494252873
227,100,61,29,10,0.61,0.29,0.1
228,90,61,23,6,0.67777777777777781,0.25555555555555554,0.066666666666666666
229,108,77,29,2,0.71296296296296291,0.26851851851851855,0.018518518518518517
230,84,64,15,5,0.76190476190476186,0.17857142857142858,0.059523809523809521
231,72,52,14,6,0.72222222222222221,0.19444444444444445,0.083333333333333329
232,75,52,17,6,0.69333333333333336,0.22666666666666666,0.08
233,98,70,22,6,0.7142857142857143,0.22448979591836735,0.061224489795918366
234,89,69,14,6,0.7752808988764045,0.15730337078651685,0.06741573033707865
235,97,67,28,2,0.69072164948453607,0.28865979381443296,0.020618556701030927
236,96,68,22,6,0.70833333333333337,0.22916666666666666,0.0625
237,96,65,26,5,0.67708333333333337,0.27083333333333331,0.052083333333333336
238,75,47,24,4,0.62666666666666671,0.32,0.053333333333333337
239,65,40,21,4,0.61538461538461542,0.32307692307692309,0.061538461538461542
240,79,62,15,2,0.78481012658227844,0.189873417721519,0.025316455696202531
241,85,68,13,4,0.8,0.15294117647058825,0.047058823529411764
242,76,43,26,7,0.56578947368421051,0.34210526315789475,0.092105263157894732
243,78,51,19,8,0.65384615384615385,0.24358974358974358,0.10256410256410256
244,75,53,18,4,0.70666666666666667,0.24,0.053333333333333337
245,79,55,19,5,0.69620253164556967,0.24050632911392406,0.063291139240506333
246,77,59,15,3,0.76623376623376627,0.19480519480519481,0.03896103896103896
247,75,48,20,7,0.64,0.26666666666666666,0.093333333333333338
248,83,57,20,6,0.68674698795180722,0.24096385542168675,0.072289156626506021
249,86,62,17,7,0.72093023255813948,0.19767441860465115,0.081395348837209308
250,67,42,19,6,0.62686567164179108,0.28358208955223879,0.089552238805970144
251,69,42,20,7,0.60869565217391308,0.28985507246376813,0.10144927536231885
252,59,41,15,3,0.69491525423728817,0.25423728813559321,0.050847457627118647
253,58,39,16,3,0.67241379310344829,0.27586206896551724,0.051724137931034482
254,67,41,16,10,0.61194029850746268,0.23880597014925373,0.14925373134328357
255,74,59,14,1,0.79729729729729726,0.1891891891891892,0.013513513513513514
256,78,59,15,4,0.75641025641025639,0.19230769230769232,0.05128205128205128
257,63,38,24,1,0.60317460317460314,0.38095238095238093,0.015873015873015872
258,65,44,11,10,0.676923076923077,0.16923076923076924,0.15384615384615385
259,61,47,12,2,0.77049180327868849,0.19672131147540983,0.032786885245901641
260,65,47,11,7,0.72307692307692306,0.16923076923076924,0.1076923076923077
261,66,42,15,9,0.63636363636363635,0.22727272727272727,0.13636363636363635
262,49,34,10,5,0.69387755102040816,0.20408163265306123,0.10204081632653061
263,60,37,19,4,0.6166666666666667,0.31666666666666665,0.066666666666666666
264,75,56,16,3,0.7466666666666667,0.21333333333333335,0.04
265,61,51,7,3,0.83606557377049184,0.11475409836065574,0.049180327868852458
266,52,38,13,1,0.73076923076923073,0.25,0.019230769230769232
267,60,46,11,3,0.76666666666666672,0.18333333333333332,0.05
268,60,38,17,5,0.6333333333333333,0.28333333333333333,0.083333333333333329
269,64,45,14,5,0.703125,0.21875,0.078125
270,64,49,13,2,0.765625,0.203125,0.03125
271,67,45,17,5,0.67164179104477617,0.2537313432835821,0.074626865671641784
272,68,54,10,4,0.79411764705882348,0.14705882352941177,0.058823529411764705
273,67,42,16,9,0.62686567164179108,0.23880597014925373,0.13432835820895522
274,57,44,11,2,0.77192982456140347,0.19298245614035087,0.035087719298245612
275,59,48,8,3,0.81355932203389836,0.13559322033898305,0.050847457627118647
276,53,38,14,1,0.71698113207547165,0.26415094339622641,0.018867924528301886
277,57,34,13,10,0.59649122807017541,0.22807017543859648,0.17543859649122806
278,53,33,11,9,0.62264150943396224,0.20754716981132076,0.16981132075471697
279,66,48,16,2,0.72727272727272729,0.24242424242424243,0.030303030303030304
280,52,30,16,6,0.57692307692307687,0.30769230769230771,0.11538461538461539
281,70,51,16,3,0.72857142857142854,0.22857142857142856,0.042857142857142858
282,45,35,7,3,0.77777777777777779,0.15555555555555556,0.066666666666666666
283,63,47,13,3,0.746031746031746,0.20634920634920634,0.047619047619047616
284,37,29,6,2,0.78378378378378377,0.16216216216216217,0.054054054054054057
285,50,40,9,1,0.8,0.18,0.02
286,54,37,15,2,0.68518518518518523,0.27777777777777779,0.037037037037037035
287,47,34,11,2,0.723404255319149,0.23404255319148937,0.0425531914893617
288,51,40,10,1,0.78431372549019607,0.19607843137254902,0.0196078431372549
289,38,33,4,1,0.868421052631579,0.10526315789473684,0.026315789473684209
290,48,28,15,5,0.58333333333333337,0.3125,0.10416666666666667
291,50,38,10,2,0.76,0.2,0.04
292,60,33,24,3,0.55,0.4,0.05
293,57,33,24,0,0.57894736842105265,0.42105263157894735,0
294,57,34,16,7,0.59649122807017541,0.2807017543859649,0.12280701754385964
295,50,37,12,1,0.74,0.24,0.02
296,39,24,10,5,0.61538461538461542,0.25641025641025639,0.12820512820512819
297,43,32,10,1,0.7441860465116279,0.23255813953488372,0.023255813953488372
298,45,32,13,0,0.71111111111111114,0.28888888888888886,0
299,48,31,13,4,0.64583333333333337,0.27083333333333331,0.083333333333333329
300,39,25,10,4,0.64102564102564108,0.25641025641025639,0.10256410256410256
301,37,24,6,7,0.64864864864864868,0.16216216216216217,0.1891891891891892
302,43,35,5,3,0.813953488372093,0.11627906976744186,0.069767441860465115
303,44,31,8,5,0.70454545454545459,0.18181818181818182,0.11363636363636363
304,49,33,14,2,0.673469387755102,0.2857142857142857,0.040816326530612242
305,49,36,8,5,0.73469387755102045,0.16326530612244897,0.10204081632653061
306,41,32,8,1,0.78048780487804881,0.1951219512195122,0.024390243902439025
307,42,29,9,4,0.69047619047619047,0.21428571428571427,0.095238095238095233
308,41,29,9,3,0.70731707317073167,0.21951219512195122,0.073170731707317069
309,57,43,11,3,0.75438596491228072,0.19298245614035087,0.052631578947368418
310,49,35,9,5,0.7142857142857143,0.18367346938775511,0.10204081632653061
311,43,32,9,2,0.7441860465116279,0.20930232558139536,0.046511627906976744
312,44,31,10,3,0.70454545454545459,0.22727272727272727,0.068181818181818177
313,45,33,8,4,0.73333333333333328,0.17777777777777778,0.088888888888888892
314,45,28,15,2,0.62222222222222223,0.33333333333333331,0.044444444444444446
315,38,27,11,0,0.71052631578947367,0.28947368421052633,0
316,38,24,13,1,0.631578947368421,0.34210526315789475,0.026315789473684209
317,33,23,9,1,0.696969696969697,0.27272727272727271,0.030303030303030304
318,40,23,10,7,0.575,0.25,0.175
319,37,28,3,6,0.7567567567567568,0.081081081081081086,0.16216216216216217
320,40,27,11,2,0.675,0.275,0.05
321,36,30,6,0,0.83333333333333337,0.16666666666666666,0
322,29,18,11,0,0.62068965517241381,0.37931034482758619,0
323,33,26,7,0,0.78787878787878785,0.21212121212121213,0
324,33,22,7,4,0.66666666666666663,0.21212121212121213,0.12121212121212122
325,34,21,9,4,0.61764705882352944,0.26470588235294118,0.11764705882352941
326,26,19,6,1,0.73076923076923073,0.23076923076923078,0.038461538461538464
327,40,29,9,2,0.725,0.225,0.05
328,38,28,10,0,0.73684210526315785,0.26315789473684209,0
329,38,21,11,6,0.55263157894736847,0.28947368421052633,0.15789473684210525
330,32,24,7,1,0.75,0.21875,0.03125
331,30,24,6,0,0.8,0.2,0
332,33,23,9,1,0.696969696969697,0.27272727272727271,0.030303030303030304
333,40,28,11,1,0.7,0.275,0.025
334,45,32,8,5,0.71111111111111114,0.17777777777777778,0.1111111111111111
335,37,23,11,3,0.6216216216216216,0.29729729729729731,0.081081081081081086
336,34,25,8,1,0.73529411764705888,0.23529411764705882,0.029411764705882353
337,29,21,6,2,0.72413793103448276,0.20689655172413793,0.068965517241379309
338,34,20,13,1,0.58823529411764708,0.38235294117647056,0.029411764705882353
339,35,29,4,2,0.82857142857142863,0.11428571428571428,0.057142857142857141
340,38,30,6,2,0.78947368421052633,0.15789473684210525,0.052631578947368418
341,35,27,6,2,0.77142857142857146,0.17142857142857143,0.057142857142857141
342,32,23,5,4,0.71875,0.15625,0.125
343,23,19,4,0,0.82608695652173914,0.17391304347826086,0
344,33,20,11,2,0.60606060606060608,0.33333333333333331,0.060606060606060608
345,32,21,8,3,0.65625,0.25,0.09375
346,28,13,8,7,0.4642857142857143,0.2857142857142857,0.25
347,24,21,3,0,0.875,0.125,0
348,34,23,11,0,0.67647058823529416,0.3235294117647059,0
349,42,32,8,2,0.76190476190476186,0.19047619047619047,0.047619047619047616
350,25,15,8,2,0.6,0.32,0.08
351,24,17,6,1,0.70833333333333337,0.25,0.041666666666666664
352,27,20,5,2,0.7407407407407407,0.18518518518518517,0.07407407407407407
353,29,19,5,5,0.65517241379310343,0.17241379310344829,0.17241379310344829
354,40,28,10,2,0.7,0.25,0.05
355,24,15,7,2,0.625,0.29166666666666669,0.083333333333333329
356,31,21,8,2,0.67741935483870963,0.25806451612903225,0.064516129032258063
357,31,21,8,2,0.67741935483870963,0.25806451612903225,0.064516129032258063
358,31,24,5,2,0.77419354838709675,0.16129032258064516,0.064516129032258063
359,33,24,8,1,0.72727272727272729,0.24242424242424243,0.030303030303030304
360,25,15,7,3,0.6,0.28,0.12
361,27,22,3,2,0.81481481481481477,0.1111111111111111,0.07407407407407407
362,38,29,6,3,0.76315789473684215,0.15789473684210525,0.078947368421052627
363,35,26,8,1,0.74285714285714288,0.22857142857142856,0.028571428571428571
364,28,19,7,2,0.6785714285714286,0.25,0.071428571428571425
365,32,23,9,0,0.71875,0.28125,0
366,29,19,8,2,0.65517241379310343,0.27586206896551724,0.068965517241379309
367,25,19,3,3,0.76,0.12,0.12
368,23,18,5,0,0.782608695652174,0.21739130434782608,0
369,26,19,7,0,0.73076923076923073,0.26923076923076922,0
370,21,15,4,2,0.7142857142857143,0.19047619047619047,0.095238095238095233
371,21,11,8,2,0.52380952380952384,0.38095238095238093,0.095238095238095233
372,33,21,9,3,0.63636363636363635,0.27272727272727271,0.090909090909090912
373,31,23,7,1,0.74193548387096775,0.22580645161290322,0.032258064516129031
374,29,23,5,1,0.7931034482758621,0.17241379310344829,0.034482758620689655
375,29,20,6,3,0.68965517241379315,0.20689655172413793,0.10344827586206896
376,23,18,5,0,0.782608695652174,0.21739130434782608,0
377,19,12,6,1,0.631578947368421,0.31578947368421051,0.052631578947368418
378,26,17,8,1,0.65384615384615385,0.30769230769230771,0.038461538461538464
379,28,16,10,2,0.5714285714285714,0.35714285714285715,0.071428571428571425
380,33,21,10,2,0.63636363636363635,0.30303030303030304,0.060606060606060608
381,30,20,8,2,0.66666666666666663,0.26666666666666666,0.066666666666666666
382,29,21,5,3,0.72413793103448276,0.17241379310344829,0.10344827586206896
383,27,18,8,1,0.66666666666666663,0.29629629629629628,0.037037037037037035
384,22,18,4,0,0.81818181818181823,0.18181818181818182,0
385,23,19,3,1,0.82608695652173914,0.13043478260869565,0.043478260869565216
386,18,12,4,2,0.66666666666666663,0.22222222222222221,0.1111111111111111
387,29,22,6,1,0.75862068965517238,0.20689655172413793,0.034482758620689655
388,26,20,5,1,0.76923076923076927,0.19230769230769232,0.038461538461538464
389,22,16,5,1,0.72727272727272729,0.22727272727272727,0.045454545454545456
390,21,16,4,1,0.76190476190476186,0.19047619047619047,0.047619047619047616
391,12,6,2,4,0.5,0.16666666666666666,0.33333333333333331
392,24,15,8,1,0.625,0.33333333333333331,0.041666666666666664
393,20,13,4,3,0.65,0.2,0.15
394,30,18,10,2,0.6,0.33333333333333331,0.066666666666666666
395,26,15,8,3,0.57692307692307687,0.30769230769230771,0.11538461538461539
396,32,19,9,4,0.59375,0.28125,0.125
397,25,18,6,1,0.72,0.24,0.04
398,28,21,5,2,0.75,0.17857142857142858,0.071428571428571425
399,16,12,3,1,0.75,0.1875,0.0625
400,21,14,5,2,0.66666666666666663,0.23809523809523808,0.095238095238095233
401,23,15,8,0,0.65217391304347827,0.34782608695652173,0
402,24,19,3,2,0.79166666666666663,0.125,0.083333333333333329
403,17,11,6,0,0.6470588235294118,0.35294117647058826,0
404,26,19,6,1,0.73076923076923073,0.23076923076923078,0.038461538461538464
405,18,13,3,2,0.72222222222222221,0.16666666666666666,0.1111111111111111
406,21,14,7,0,0.66666666666666663,0.33333333333333331,0
407,23,17,5,1,0.73913043478260865,0.21739130434782608,0.043478260869565216
408,25,20,1,4,0.8,0.04,0.16
409,24,13,6,5,0.54166666666666663,0.25,0.20833333333333334
410,24,17,5,2,0.70833333333333337,0.20833333333333334,0.083333333333333329
411,22,18,3,1,0.81818181818181823,0.13636363636363635,0.045454545454545456
412,18,12,4,2,0.66666666666666663,0.22222222222222221,0.1111111111111111
413,21,13,8,0,0.61904761904761907,0.38095238095238093,0
414,23,18,5,0,0.782608695652174,0.21739130434782608,0
415,18,15,3,0,0.83333333333333337,0.16666666666666666,0
416,20,16,2,2,0.8,0.1,0.1
417,27,19,8,0,0.70370370370370372,0.29629629629629628,0
418,24,16,7,1,0.66666666666666663,0.29166666666666669,0.041666666666666664
419,15,11,3,1,0.73333333333333328,0.2,0.066666666666666666
420,24,13,9,2,0.54166666666666663,0.375,0.083333333333333329
421,13,11,1,1,0.84615384615384615,0.076923076923076927,0.076923076923076927
422,19,11,6,2,0.57894736842105265,0.31578947368421051,0.10526315789473684
423,22,17,4,1,0.77272727272727271,0.18181818181818182,0.045454545454545456
424,21,17,3,1,0.80952380952380953,0.14285714285714285,0.047619047619047616
425,16,11,4,1,0.6875,0.25,0.0625
426,18,15,3,0,0.83333333333333337,0.16666666666666666,0
427,22,13,9,0,0.59090909090909094,0.40909090909090912,0
428,25,18,6,1,0.72,0.24,0.04
429,18,12,5,1,0.66666666666666663,0.27777777777777779,0.055555555555555552
430,18,8,9,1,0.44444444444444442,0.5,0.055555555555555552
431,18,9,9,0,0.5,0.5,0
432,21,14,7,0,0.66666666666666663,0.33333333333333331,0
433,17,13,3,1,0.76470588235294112,0.17647058823529413,0.058823529411764705
434,15,13,2,0,0.8666666666666667,0.13333333333333333,0
435,23,19,3,1,0.82608695652173914,0.13043478260869565,0.043478260869565216
436,24,18,2,4,0.75,0.083333333333333329,0.16666666666666666
437,22,15,7,0,0.68181818181818177,0.31818181818181818,0
438,17,13,3,1,0.76470588235294112,0.17647058823529413,0.058823529411764705
439,18,11,5,2,0.61111111111111116,0.27777777777777779,0.1111111111111111
440,17,12,4,1,0.70588235294117652,0.23529411764705882,0.058823529411764705
441,8,4,3,1,0.5,0.375,0.125
442,21,17,2,2,0.80952380952380953,0.095238095238095233,0.095238095238095233
443,13,9,3,1,0.69230769230769229,0.23076923076923078,0.076923076923076927
444,22,15,4,3,0.68181818181818177,0.18181818181818182,0.13636363636363635
445,16,10,4,2,0.625,0.25,0.125
446,16,12,4,0,0.75,0.25,0
447,13,11,1,1,0.84615384615384615,0.076923076923076927,0.076923076923076927
448,16,15,0,1,0.9375,0,0.0625
