past_q_count_,q_count,q_with_fav_unique,q_with_fav_rate,fav_total,fav_per_q
51600,100,56,0.56,150,2.6785714285714284
51700,100,46,0.46,83,1.8043478260869565
51800,100,45,0.45,83,1.8444444444444446
51900,100,38,0.38,88,2.3157894736842106
52000,100,40,0.4,211,5.275
52100,100,45,0.45,92,2.0444444444444443
52200,100,52,0.52,207,3.9807692307692308
52300,100,53,0.53,97,1.8301886792452831
52400,100,42,0.42,205,4.8809523809523814
52500,100,54,0.54,108,2
52600,100,45,0.45,79,1.7555555555555555
52700,100,48,0.48,104,2.1666666666666665
52800,100,46,0.46,78,1.6956521739130435
52900,100,56,0.56,149,2.6607142857142856
53000,100,43,0.43,91,2.1162790697674421
53100,100,56,0.56,115,2.0535714285714284
53200,100,44,0.44,80,1.8181818181818181
53300,100,52,0.52,106,2.0384615384615383
53400,100,46,0.46,113,2.4565217391304346
53500,100,32,0.32,65,2.03125
53600,100,44,0.44,87,1.9772727272727273
53700,100,46,0.46,133,2.8913043478260869
53800,100,59,0.59,134,2.2711864406779663
53900,100,49,0.49,75,1.5306122448979591
54000,100,52,0.52,107,2.0576923076923075
54100,100,54,0.54,133,2.4629629629629628
54200,100,53,0.53,110,2.0754716981132075
54300,100,40,0.4,100,2.5
54400,100,44,0.44,102,2.3181818181818183
54500,100,49,0.49,106,2.1632653061224492
54600,100,50,0.5,108,2.16
54700,100,40,0.4,129,3.225
54800,100,45,0.45,81,1.8
54900,100,45,0.45,75,1.6666666666666667
55000,100,48,0.48,131,2.7291666666666665
55100,100,51,0.51,117,2.2941176470588234
55200,100,45,0.45,111,2.4666666666666668
55300,100,48,0.48,108,2.25
55400,100,53,0.53,97,1.8301886792452831
55500,100,48,0.48,154,3.2083333333333335
55600,100,45,0.45,95,2.1111111111111112
55700,100,44,0.44,92,2.0909090909090908
55800,100,48,0.48,126,2.625
55900,100,45,0.45,145,3.2222222222222223
56000,100,49,0.49,103,2.1020408163265305
56100,100,43,0.43,68,1.5813953488372092
56200,100,50,0.5,97,1.94
56300,100,64,0.64,147,2.296875
56400,100,47,0.47,97,2.0638297872340425
56500,100,58,0.58,123,2.1206896551724137
56600,100,55,0.55,111,2.0181818181818181
56700,100,52,0.52,100,1.9230769230769231
56800,100,56,0.56,126,2.25
56900,100,51,0.51,103,2.0196078431372548
57000,100,57,0.57,111,1.9473684210526316
57100,100,58,0.58,154,2.6551724137931036
57200,100,47,0.47,102,2.1702127659574466
57300,100,59,0.59,223,3.7796610169491527
57400,100,49,0.49,129,2.63265306122449
57500,100,53,0.53,134,2.5283018867924527
57600,100,42,0.42,197,4.6904761904761907
57700,100,49,0.49,94,1.9183673469387754
57800,100,55,0.55,116,2.1090909090909089
57900,100,56,0.56,83,1.4821428571428572
58000,100,58,0.58,153,2.6379310344827585
58100,100,56,0.56,114,2.0357142857142856
58200,100,46,0.46,90,1.9565217391304348
58300,100,54,0.54,182,3.3703703703703702
58400,100,49,0.49,101,2.0612244897959182
58500,100,51,0.51,131,2.5686274509803924
58600,100,46,0.46,180,3.9130434782608696
58700,100,38,0.38,72,1.8947368421052631
58800,100,49,0.49,101,2.0612244897959182
58900,100,36,0.36,59,1.6388888888888888
59000,100,39,0.39,67,1.7179487179487178
59100,100,48,0.48,118,2.4583333333333335
59200,100,59,0.59,174,2.9491525423728815
59300,100,48,0.48,110,2.2916666666666665
59400,100,55,0.55,154,2.8
59500,100,35,0.35,91,2.6
59600,100,47,0.47,117,2.4893617021276597
59700,100,50,0.5,97,1.94
59800,100,40,0.4,100,2.5
59900,100,44,0.44,90,2.0454545454545454
60000,100,54,0.54,149,2.7592592592592591
60100,100,47,0.47,73,1.553191489361702
60200,100,50,0.5,97,1.94
60300,100,49,0.49,87,1.7755102040816326
60400,100,40,0.4,76,1.9
60500,100,49,0.49,80,1.6326530612244898
60600,100,40,0.4,81,2.025
60700,100,56,0.56,118,2.1071428571428572
60800,100,48,0.48,199,4.145833333333333
60900,100,51,0.51,133,2.607843137254902
61000,100,48,0.48,105,2.1875
61100,100,48,0.48,119,2.4791666666666665
61200,100,44,0.44,89,2.0227272727272729
61300,100,45,0.45,115,2.5555555555555554
61400,100,43,0.43,122,2.8372093023255816
61500,100,48,0.48,157,3.2708333333333335
61600,100,55,0.55,130,2.3636363636363638
61700,100,46,0.46,103,2.2391304347826089
61800,100,45,0.45,74,1.6444444444444444
61900,100,59,0.59,131,2.2203389830508473
62000,100,39,0.39,96,2.4615384615384617
62100,100,49,0.49,123,2.510204081632653
62200,100,48,0.48,106,2.2083333333333335
62300,100,49,0.49,113,2.306122448979592
62400,100,43,0.43,106,2.4651162790697674
62500,100,53,0.53,139,2.6226415094339623
62600,100,47,0.47,78,1.6595744680851063
62700,100,37,0.37,84,2.27027027027027
62800,100,46,0.46,110,2.3913043478260869
62900,100,48,0.48,93,1.9375
63000,100,46,0.46,76,1.6521739130434783
63100,100,46,0.46,102,2.2173913043478262
63200,100,52,0.52,91,1.75
63300,100,46,0.46,88,1.9130434782608696
63400,100,47,0.47,98,2.0851063829787235
63500,100,50,0.5,94,1.88
63600,100,44,0.44,71,1.6136363636363635
63700,100,43,0.43,146,3.3953488372093021
63800,100,53,0.53,85,1.6037735849056605
63900,100,52,0.52,115,2.2115384615384617
64000,100,54,0.54,157,2.9074074074074074
64100,100,49,0.49,109,2.2244897959183674
64200,100,52,0.52,103,1.9807692307692308
64300,100,46,0.46,75,1.6304347826086956
64400,100,54,0.54,115,2.1296296296296298
64500,100,43,0.43,96,2.2325581395348837
64600,100,46,0.46,98,2.1304347826086958
64700,100,54,0.54,210,3.8888888888888888
64800,100,54,0.54,129,2.3888888888888888
64900,100,55,0.55,109,1.9818181818181819
65000,100,44,0.44,86,1.9545454545454546
65100,100,48,0.48,101,2.1041666666666665
65200,100,49,0.49,102,2.0816326530612246
65300,100,55,0.55,98,1.7818181818181817
65400,100,52,0.52,104,2
65500,100,45,0.45,67,1.4888888888888889
65600,100,50,0.5,116,2.32
65700,100,67,0.67,133,1.9850746268656716
65800,100,50,0.5,99,1.98
65900,100,45,0.45,80,1.7777777777777777
66000,100,56,0.56,109,1.9464285714285714
66100,100,44,0.44,80,1.8181818181818181
66200,100,50,0.5,82,1.64
66300,100,42,0.42,86,2.0476190476190474
66400,100,46,0.46,85,1.8478260869565217
66500,100,44,0.44,86,1.9545454545454546
66600,100,49,0.49,110,2.2448979591836733
66700,100,47,0.47,121,2.5744680851063828
66800,100,43,0.43,79,1.8372093023255813
66900,100,41,0.41,148,3.6097560975609757
67000,100,50,0.5,113,2.26
67100,100,45,0.45,81,1.8
67200,100,56,0.56,179,3.1964285714285716
67300,100,40,0.4,95,2.375
67400,100,45,0.45,82,1.8222222222222222
67500,100,55,0.55,119,2.1636363636363636
67600,100,52,0.52,100,1.9230769230769231
67700,100,52,0.52,119,2.2884615384615383
67800,100,50,0.5,84,1.68
67900,100,47,0.47,102,2.1702127659574466
68000,100,55,0.55,88,1.6
68100,100,52,0.52,122,2.3461538461538463
68200,100,49,0.49,88,1.7959183673469388
68300,100,51,0.51,120,2.3529411764705883
68400,100,53,0.53,108,2.0377358490566038
68500,100,52,0.52,104,2
68600,100,51,0.51,124,2.4313725490196076
68700,100,50,0.5,85,1.7
68800,100,50,0.5,91,1.82
68900,100,44,0.44,101,2.2954545454545454
69000,100,47,0.47,107,2.2765957446808511
69100,100,50,0.5,85,1.7
69200,100,49,0.49,167,3.4081632653061225
69300,100,49,0.49,118,2.4081632653061225
69400,100,53,0.53,182,3.4339622641509435
69500,100,50,0.5,84,1.68
69600,100,54,0.54,239,4.4259259259259256
69700,100,48,0.48,89,1.8541666666666667
69800,100,42,0.42,77,1.8333333333333333
69900,100,51,0.51,93,1.8235294117647058
70000,100,48,0.48,75,1.5625
70100,100,56,0.56,110,1.9642857142857142
70200,100,58,0.58,116,2
70300,100,47,0.47,67,1.425531914893617
70400,100,48,0.48,119,2.4791666666666665
70500,100,43,0.43,81,1.8837209302325582
70600,100,43,0.43,137,3.1860465116279069
70700,100,42,0.42,93,2.2142857142857144
70800,100,57,0.57,114,2
70900,100,53,0.53,149,2.8113207547169812
71000,100,49,0.49,92,1.8775510204081634
71100,100,47,0.47,99,2.1063829787234041
71200,100,59,0.59,120,2.0338983050847457
71300,100,41,0.41,70,1.7073170731707317
71400,100,47,0.47,80,1.7021276595744681
71500,100,41,0.41,72,1.7560975609756098
71600,100,46,0.46,95,2.0652173913043477
71700,100,44,0.44,100,2.2727272727272729
71800,100,51,0.51,106,2.0784313725490198
71900,100,53,0.53,107,2.0188679245283021
72000,100,37,0.37,55,1.4864864864864864
72100,100,51,0.51,88,1.7254901960784315
72200,100,49,0.49,104,2.1224489795918369
72300,100,45,0.45,71,1.5777777777777777
72400,100,55,0.55,121,2.2
72500,100,45,0.45,137,3.0444444444444443
72600,100,50,0.5,99,1.98
72700,100,46,0.46,84,1.826086956521739
72800,100,44,0.44,94,2.1363636363636362
72900,100,52,0.52,85,1.6346153846153846
73000,100,54,0.54,183,3.3888888888888888
73100,100,52,0.52,161,3.0961538461538463
73200,100,51,0.51,115,2.2549019607843137
73300,100,50,0.5,89,1.78
73400,100,49,0.49,108,2.204081632653061
73500,100,58,0.58,118,2.0344827586206895
73600,100,44,0.44,90,2.0454545454545454
73700,100,53,0.53,144,2.7169811320754715
73800,100,48,0.48,109,2.2708333333333335
73900,100,48,0.48,105,2.1875
74000,100,54,0.54,125,2.3148148148148149
74100,100,50,0.5,98,1.96
74200,100,45,0.45,113,2.5111111111111111
74300,100,44,0.44,84,1.9090909090909092
74400,100,50,0.5,83,1.66
74500,100,48,0.48,88,1.8333333333333333
74600,100,52,0.52,99,1.9038461538461537
74700,100,49,0.49,90,1.8367346938775511
74800,100,42,0.42,91,2.1666666666666665
74900,100,52,0.52,138,2.6538461538461537
75000,100,50,0.5,101,2.02
75100,100,46,0.46,105,2.2826086956521738
75200,100,48,0.48,87,1.8125
75300,100,52,0.52,108,2.0769230769230771
75400,100,50,0.5,131,2.62
75500,100,36,0.36,64,1.7777777777777777
75600,100,54,0.54,123,2.2777777777777777
75700,100,39,0.39,72,1.8461538461538463
75800,100,38,0.38,137,3.6052631578947367
75900,100,37,0.37,61,1.6486486486486487
76000,100,51,0.51,88,1.7254901960784315
76100,100,35,0.35,51,1.4571428571428571
76200,100,48,0.48,80,1.6666666666666667
76300,100,46,0.46,111,2.4130434782608696
76400,100,48,0.48,75,1.5625
76500,100,47,0.47,93,1.9787234042553192
76600,100,49,0.49,89,1.8163265306122449
76700,100,51,0.51,127,2.4901960784313726
76800,100,46,0.46,147,3.1956521739130435
76900,100,42,0.42,106,2.5238095238095237
77000,100,56,0.56,151,2.6964285714285716
77100,100,41,0.41,92,2.2439024390243905
77200,100,50,0.5,158,3.16
77300,100,39,0.39,116,2.9743589743589745
77400,100,49,0.49,164,3.3469387755102042
77500,100,45,0.45,103,2.2888888888888888
77600,100,42,0.42,100,2.3809523809523809
77700,100,51,0.51,91,1.7843137254901962
77800,100,51,0.51,117,2.2941176470588234
77900,100,52,0.52,119,2.2884615384615383
78000,100,42,0.42,72,1.7142857142857142
78100,100,46,0.46,98,2.1304347826086958
78200,100,40,0.4,73,1.825
78300,100,45,0.45,107,2.3777777777777778
78400,100,48,0.48,78,1.625
78500,100,47,0.47,105,2.2340425531914891
78600,100,49,0.49,85,1.7346938775510203
78700,100,49,0.49,89,1.8163265306122449
78800,100,56,0.56,123,2.1964285714285716
78900,100,55,0.55,105,1.9090909090909092
79000,100,46,0.46,107,2.3260869565217392
79100,100,42,0.42,82,1.9523809523809523
79200,100,48,0.48,109,2.2708333333333335
79300,100,46,0.46,95,2.0652173913043477
79400,100,50,0.5,133,2.66
79500,100,38,0.38,67,1.763157894736842
79600,100,57,0.57,117,2.0526315789473686
79700,100,49,0.49,130,2.6530612244897958
79800,100,49,0.49,102,2.0816326530612246
79900,100,58,0.58,117,2.0172413793103448
80000,100,47,0.47,97,2.0638297872340425
80100,100,52,0.52,108,2.0769230769230771
80200,100,42,0.42,74,1.7619047619047619
80300,100,48,0.48,129,2.6875
80400,100,50,0.5,109,2.18
80500,100,44,0.44,116,2.6363636363636362
80600,100,50,0.5,109,2.18
80700,100,46,0.46,90,1.9565217391304348
80800,100,54,0.54,88,1.6296296296296295
80900,100,53,0.53,98,1.8490566037735849
81000,100,38,0.38,86,2.263157894736842
81100,100,46,0.46,91,1.9782608695652173
81200,100,43,0.43,71,1.6511627906976745
81300,100,43,0.43,70,1.6279069767441861
81400,100,47,0.47,102,2.1702127659574466
81500,100,38,0.38,70,1.8421052631578947
81600,100,43,0.43,70,1.6279069767441861
81700,100,47,0.47,66,1.4042553191489362
81800,100,51,0.51,100,1.9607843137254901
81900,100,54,0.54,118,2.1851851851851851
82000,100,49,0.49,90,1.8367346938775511
82100,100,50,0.5,85,1.7
82200,100,47,0.47,139,2.9574468085106385
82300,100,41,0.41,106,2.5853658536585367
82400,100,54,0.54,99,1.8333333333333333
82500,100,37,0.37,75,2.0270270270270272
82600,100,42,0.42,75,1.7857142857142858
82700,100,46,0.46,106,2.3043478260869565
82800,100,50,0.5,114,2.28
82900,100,53,0.53,145,2.7358490566037736
83000,100,41,0.41,74,1.8048780487804879
83100,100,51,0.51,97,1.9019607843137254
83200,100,42,0.42,81,1.9285714285714286
83300,100,49,0.49,77,1.5714285714285714
83400,100,47,0.47,74,1.574468085106383
83500,100,49,0.49,84,1.7142857142857142
83600,100,49,0.49,90,1.8367346938775511
83700,100,57,0.57,127,2.2280701754385963
83800,100,48,0.48,112,2.3333333333333335
83900,100,43,0.43,89,2.0697674418604652
84000,100,37,0.37,77,2.0810810810810811
84100,100,41,0.41,102,2.4878048780487805
84200,100,50,0.5,89,1.78
84300,100,46,0.46,112,2.4347826086956523
84400,100,44,0.44,72,1.6363636363636365
84500,100,53,0.53,124,2.3396226415094339
84600,100,38,0.38,76,2
84700,100,48,0.48,81,1.6875
84800,100,44,0.44,120,2.7272727272727271
84900,100,53,0.53,121,2.2830188679245285
85000,100,48,0.48,87,1.8125
85100,100,45,0.45,96,2.1333333333333333
85200,100,47,0.47,86,1.8297872340425532
85300,100,52,0.52,80,1.5384615384615385
85400,100,50,0.5,104,2.08
85500,100,45,0.45,74,1.6444444444444444
85600,100,48,0.48,96,2
85700,100,48,0.48,128,2.6666666666666665
85800,100,61,0.61,115,1.8852459016393444
85900,100,47,0.47,99,2.1063829787234041
86000,100,44,0.44,56,1.2727272727272727
86100,100,43,0.43,76,1.7674418604651163
86200,100,45,0.45,74,1.6444444444444444
86300,100,49,0.49,83,1.6938775510204083
86400,100,57,0.57,169,2.9649122807017543
86500,100,45,0.45,86,1.9111111111111112
86600,100,48,0.48,106,2.2083333333333335
86700,100,46,0.46,92,2
86800,100,57,0.57,107,1.8771929824561404
86900,100,45,0.45,63,1.4
87000,100,55,0.55,107,1.9454545454545455
87100,100,44,0.44,86,1.9545454545454546
87200,100,49,0.49,74,1.510204081632653
87300,100,55,0.55,96,1.7454545454545454
87400,100,51,0.51,115,2.2549019607843137
87500,100,49,0.49,105,2.1428571428571428
87600,100,59,0.59,124,2.1016949152542375
87700,100,40,0.4,84,2.1
87800,100,48,0.48,96,2
87900,100,46,0.46,74,1.6086956521739131
88000,100,46,0.46,209,4.5434782608695654
88100,100,54,0.54,133,2.4629629629629628
88200,100,47,0.47,84,1.7872340425531914
88300,100,48,0.48,101,2.1041666666666665
88400,100,49,0.49,76,1.5510204081632653
88500,100,50,0.5,127,2.54
88600,100,52,0.52,111,2.1346153846153846
88700,100,42,0.42,80,1.9047619047619047
88800,100,46,0.46,87,1.8913043478260869
88900,100,48,0.48,101,2.1041666666666665
89000,100,50,0.5,95,1.9
89100,100,47,0.47,129,2.74468085106383
89200,100,44,0.44,77,1.75
89300,100,47,0.47,79,1.6808510638297873
89400,100,48,0.48,106,2.2083333333333335
89500,100,48,0.48,96,2
89600,100,48,0.48,98,2.0416666666666665
89700,100,39,0.39,53,1.358974358974359
89800,100,44,0.44,86,1.9545454545454546
89900,100,51,0.51,100,1.9607843137254901
90000,100,55,0.55,126,2.290909090909091
90100,100,38,0.38,97,2.5526315789473686
90200,100,44,0.44,77,1.75
90300,100,46,0.46,96,2.0869565217391304
90400,100,42,0.42,124,2.9523809523809526
90500,100,48,0.48,103,2.1458333333333335
90600,100,41,0.41,83,2.024390243902439
90700,100,55,0.55,108,1.9636363636363636
90800,100,48,0.48,104,2.1666666666666665
90900,100,56,0.56,111,1.9821428571428572
91000,100,48,0.48,108,2.25
91100,100,50,0.5,82,1.64
91200,100,42,0.42,61,1.4523809523809523
91300,100,47,0.47,95,2.021276595744681
91400,100,47,0.47,84,1.7872340425531914
91500,100,44,0.44,87,1.9772727272727273
91600,100,42,0.42,85,2.0238095238095237
91700,100,50,0.5,101,2.02
91800,100,46,0.46,84,1.826086956521739
91900,100,53,0.53,127,2.3962264150943398
92000,100,47,0.47,64,1.3617021276595744
92100,100,44,0.44,84,1.9090909090909092
92200,100,44,0.44,82,1.8636363636363635
92300,100,46,0.46,70,1.5217391304347827
92400,100,45,0.45,82,1.8222222222222222
92500,100,52,0.52,85,1.6346153846153846
92600,100,48,0.48,113,2.3541666666666665
92700,100,54,0.54,79,1.462962962962963
92800,100,43,0.43,78,1.8139534883720929
92900,100,48,0.48,93,1.9375
93000,100,56,0.56,103,1.8392857142857142
93100,100,48,0.48,99,2.0625
93200,100,37,0.37,74,2
93300,100,54,0.54,101,1.8703703703703705
93400,100,42,0.42,78,1.8571428571428572
93500,100,36,0.36,102,2.8333333333333335
93600,100,48,0.48,113,2.3541666666666665
93700,100,42,0.42,74,1.7619047619047619
93800,100,43,0.43,108,2.5116279069767442
93900,100,48,0.48,105,2.1875
94000,100,47,0.47,82,1.7446808510638299
94100,100,43,0.43,92,2.13953488372093
94200,100,47,0.47,76,1.6170212765957446
94300,100,45,0.45,85,1.8888888888888888
94400,100,50,0.5,92,1.84
94500,100,46,0.46,97,2.1086956521739131
94600,100,49,0.49,113,2.306122448979592
94700,100,52,0.52,104,2
94800,100,44,0.44,70,1.5909090909090908
94900,100,57,0.57,109,1.9122807017543859
95000,100,50,0.5,94,1.88
95100,100,50,0.5,113,2.26
95200,100,50,0.5,101,2.02
95300,100,54,0.54,109,2.0185185185185186
95400,100,47,0.47,85,1.8085106382978724
95500,100,44,0.44,72,1.6363636363636365
95600,100,41,0.41,111,2.7073170731707319
95700,100,51,0.51,88,1.7254901960784315
95800,100,43,0.43,82,1.9069767441860466
95900,100,47,0.47,94,2
96000,100,50,0.5,99,1.98
96100,100,41,0.41,71,1.7317073170731707
96200,100,48,0.48,143,2.9791666666666665
96300,100,46,0.46,94,2.0434782608695654
96400,100,56,0.56,130,2.3214285714285716
96500,100,58,0.58,105,1.8103448275862069
96600,100,48,0.48,112,2.3333333333333335
96700,100,48,0.48,95,1.9791666666666667
96800,100,45,0.45,80,1.7777777777777777
96900,100,51,0.51,81,1.588235294117647
97000,100,50,0.5,84,1.68
97100,100,42,0.42,77,1.8333333333333333
97200,100,52,0.52,110,2.1153846153846154
97300,100,50,0.5,98,1.96
97400,100,45,0.45,92,2.0444444444444443
97500,100,48,0.48,125,2.6041666666666665
97600,100,50,0.5,103,2.06
97700,100,36,0.36,57,1.5833333333333333
97800,100,49,0.49,95,1.9387755102040816
97900,100,54,0.54,129,2.3888888888888888
98000,100,43,0.43,98,2.2790697674418605
98100,100,50,0.5,111,2.22
98200,100,44,0.44,83,1.8863636363636365
98300,100,37,0.37,69,1.8648648648648649
98400,100,45,0.45,82,1.8222222222222222
98500,100,47,0.47,112,2.3829787234042552
98600,100,44,0.44,87,1.9772727272727273
98700,100,38,0.38,78,2.0526315789473686
98800,100,41,0.41,76,1.8536585365853659
98900,100,50,0.5,87,1.74
99000,100,44,0.44,71,1.6136363636363635
99100,100,50,0.5,89,1.78
99200,100,34,0.34,57,1.6764705882352942
99300,100,52,0.52,103,1.9807692307692308
99400,100,52,0.52,117,2.25
99500,100,41,0.41,106,2.5853658536585367
99600,100,50,0.5,95,1.9
99700,100,40,0.4,62,1.55
99800,100,38,0.38,60,1.5789473684210527
99900,100,53,0.53,110,2.0754716981132075
100000,100,35,0.35,47,1.3428571428571427
100100,100,46,0.46,107,2.3260869565217392
100200,100,49,0.49,75,1.5306122448979591
100300,100,42,0.42,97,2.3095238095238093
100400,100,49,0.49,97,1.9795918367346939
100500,100,43,0.43,75,1.7441860465116279
100600,100,45,0.45,68,1.5111111111111111
100700,100,39,0.39,78,2
100800,100,47,0.47,89,1.8936170212765957
100900,100,36,0.36,55,1.5277777777777777
101000,100,41,0.41,73,1.7804878048780488
101100,100,42,0.42,81,1.9285714285714286
101200,100,42,0.42,61,1.4523809523809523
101300,100,39,0.39,81,2.0769230769230771
101400,100,46,0.46,148,3.2173913043478262
101500,100,42,0.42,68,1.6190476190476191
101600,100,48,0.48,87,1.8125
101700,100,49,0.49,81,1.653061224489796
101800,100,52,0.52,105,2.0192307692307692
101900,100,40,0.4,79,1.975
102000,100,40,0.4,69,1.725
102100,100,43,0.43,79,1.8372093023255813
102200,100,41,0.41,92,2.2439024390243905
102300,100,46,0.46,75,1.6304347826086956
102400,100,50,0.5,99,1.98
102500,100,39,0.39,89,2.2820512820512819
102600,100,41,0.41,92,2.2439024390243905
102700,100,41,0.41,84,2.0487804878048781
102800,100,46,0.46,77,1.673913043478261
102900,100,43,0.43,80,1.8604651162790697
103000,100,44,0.44,107,2.4318181818181817
103100,100,44,0.44,85,1.9318181818181819
103200,100,43,0.43,108,2.5116279069767442
103300,100,53,0.53,102,1.9245283018867925
103400,100,40,0.4,55,1.375
103500,100,43,0.43,94,2.1860465116279069
103600,100,56,0.56,97,1.7321428571428572
103700,100,47,0.47,88,1.8723404255319149
103800,100,43,0.43,85,1.9767441860465116
103900,100,50,0.5,109,2.18
104000,100,42,0.42,85,2.0238095238095237
104100,100,48,0.48,104,2.1666666666666665
104200,100,42,0.42,82,1.9523809523809523
104300,100,46,0.46,59,1.2826086956521738
104400,100,42,0.42,67,1.5952380952380953
104500,100,47,0.47,100,2.1276595744680851
104600,100,44,0.44,64,1.4545454545454546
104700,100,52,0.52,118,2.2692307692307692
104800,100,45,0.45,93,2.0666666666666669
104900,100,43,0.43,63,1.4651162790697674
105000,100,62,0.62,145,2.338709677419355
105100,100,42,0.42,70,1.6666666666666667
105200,100,41,0.41,73,1.7804878048780488
105300,100,44,0.44,88,2
105400,100,41,0.41,89,2.1707317073170733
105500,100,44,0.44,58,1.3181818181818181
105600,100,39,0.39,53,1.358974358974359
105700,100,51,0.51,96,1.8823529411764706
105800,100,44,0.44,86,1.9545454545454546
105900,100,42,0.42,75,1.7857142857142858
106000,100,47,0.47,91,1.9361702127659575
106100,100,49,0.49,87,1.7755102040816326
106200,100,48,0.48,98,2.0416666666666665
106300,100,55,0.55,107,1.9454545454545455
106400,100,52,0.52,74,1.4230769230769231
106500,100,46,0.46,77,1.673913043478261
106600,100,48,0.48,82,1.7083333333333333
106700,100,54,0.54,79,1.462962962962963
106800,100,48,0.48,94,1.9583333333333333
106900,100,51,0.51,95,1.8627450980392157
107000,100,36,0.36,65,1.8055555555555556
107100,100,53,0.53,112,2.1132075471698113
107200,100,37,0.37,77,2.0810810810810811
107300,100,41,0.41,74,1.8048780487804879
107400,100,48,0.48,101,2.1041666666666665
107500,100,46,0.46,84,1.826086956521739
107600,100,40,0.4,63,1.575
107700,100,48,0.48,95,1.9791666666666667
107800,100,47,0.47,71,1.5106382978723405
107900,100,45,0.45,77,1.711111111111111
108000,100,48,0.48,94,1.9583333333333333
108100,100,48,0.48,102,2.125
108200,100,48,0.48,82,1.7083333333333333
108300,100,43,0.43,77,1.7906976744186047
108400,100,42,0.42,81,1.9285714285714286
108500,100,51,0.51,87,1.7058823529411764
108600,100,39,0.39,67,1.7179487179487178
108700,100,44,0.44,80,1.8181818181818181
108800,100,39,0.39,70,1.7948717948717949
108900,100,40,0.4,63,1.575
109000,100,36,0.36,49,1.3611111111111112
109100,100,49,0.49,83,1.6938775510204083
109200,100,42,0.42,80,1.9047619047619047
109300,100,44,0.44,76,1.7272727272727273
109400,100,31,0.31,62,2
109500,100,38,0.38,65,1.7105263157894737
109600,100,42,0.42,82,1.9523809523809523
109700,100,40,0.4,74,1.85
109800,100,45,0.45,85,1.8888888888888888
109900,100,44,0.44,77,1.75
110000,100,37,0.37,54,1.4594594594594594
110100,100,36,0.36,77,2.1388888888888888
110200,100,46,0.46,74,1.6086956521739131
110300,100,47,0.47,93,1.9787234042553192
110400,100,32,0.32,47,1.46875
110500,100,52,0.52,110,2.1153846153846154
110600,100,52,0.52,124,2.3846153846153846
110700,100,42,0.42,104,2.4761904761904763
110800,100,44,0.44,65,1.4772727272727273
110900,100,39,0.39,67,1.7179487179487178
111000,100,46,0.46,77,1.673913043478261
111100,100,50,0.5,176,3.52
111200,100,49,0.49,94,1.9183673469387754
111300,100,48,0.48,117,2.4375
111400,100,47,0.47,105,2.2340425531914891
111500,100,45,0.45,109,2.4222222222222221
111600,100,49,0.49,77,1.5714285714285714
111700,100,43,0.43,83,1.930232558139535
111800,100,52,0.52,93,1.7884615384615385
111900,100,44,0.44,80,1.8181818181818181
112000,100,41,0.41,64,1.5609756097560976
112100,100,42,0.42,71,1.6904761904761905
112200,100,43,0.43,59,1.3720930232558139
112300,100,39,0.39,53,1.358974358974359
112400,100,41,0.41,84,2.0487804878048781
112500,100,57,0.57,179,3.1403508771929824
112600,100,46,0.46,75,1.6304347826086956
112700,100,58,0.58,102,1.7586206896551724
112800,100,48,0.48,75,1.5625
112900,100,47,0.47,73,1.553191489361702
113000,100,44,0.44,73,1.6590909090909092
113100,100,37,0.37,69,1.8648648648648649
113200,100,46,0.46,101,2.1956521739130435
113300,100,52,0.52,94,1.8076923076923077
113400,100,54,0.54,103,1.9074074074074074
113500,100,49,0.49,87,1.7755102040816326
113600,100,41,0.41,64,1.5609756097560976
113700,100,42,0.42,81,1.9285714285714286
113800,100,43,0.43,102,2.3720930232558142
113900,100,40,0.4,83,2.075
114000,100,48,0.48,108,2.25
114100,100,43,0.43,76,1.7674418604651163
114200,100,48,0.48,82,1.7083333333333333
114300,100,49,0.49,88,1.7959183673469388
114400,100,44,0.44,97,2.2045454545454546
114500,100,45,0.45,95,2.1111111111111112
114600,100,36,0.36,81,2.25
114700,100,42,0.42,61,1.4523809523809523
114800,100,46,0.46,85,1.8478260869565217
114900,100,50,0.5,94,1.88
115000,100,48,0.48,66,1.375
115100,100,54,0.54,129,2.3888888888888888
115200,100,45,0.45,72,1.6
115300,100,46,0.46,87,1.8913043478260869
115400,100,41,0.41,57,1.3902439024390243
115500,100,45,0.45,107,2.3777777777777778
115600,100,48,0.48,79,1.6458333333333333
115700,100,47,0.47,69,1.4680851063829787
115800,100,53,0.53,77,1.4528301886792452
115900,100,43,0.43,74,1.7209302325581395
116000,100,29,0.29,63,2.1724137931034484
116100,100,44,0.44,74,1.6818181818181819
116200,100,48,0.48,72,1.5
116300,100,46,0.46,76,1.6521739130434783
116400,100,42,0.42,57,1.3571428571428572
116500,100,46,0.46,90,1.9565217391304348
116600,100,46,0.46,71,1.5434782608695652
116700,100,45,0.45,64,1.4222222222222223
116800,100,48,0.48,70,1.4583333333333333
116900,100,46,0.46,66,1.4347826086956521
117000,100,43,0.43,83,1.930232558139535
117100,100,53,0.53,98,1.8490566037735849
117200,100,50,0.5,79,1.58
117300,100,46,0.46,448,9.73913043478261
117400,100,52,0.52,115,2.2115384615384617
117500,100,40,0.4,79,1.975
117600,100,45,0.45,76,1.6888888888888889
117700,100,41,0.41,58,1.4146341463414633
117800,100,59,0.59,99,1.6779661016949152
117900,100,53,0.53,78,1.4716981132075471
