past_a_count_,a_count,a_with_fav_unique,a_with_fav_rate,fav_total,fav_per_a
1100,48526,33653,0.69350451304455341,83186,2.4718747214215671
1200,41247,29227,0.70858486677818988,73108,2.5013857049988024
1300,35951,25466,0.70835303607688238,62933,2.4712557920364406
1400,32074,22837,0.71200972750514435,57300,2.5090861321539606
1500,28444,20238,0.71150330473913659,50268,2.4838422769048325
1600,25549,18232,0.71360914321499858,45126,2.4750987275120666
1700,23355,16724,0.71607792763862133,41692,2.4929442717053338
1800,20934,14995,0.7162988439858603,37614,2.5084361453817938
1900,18983,13587,0.71574566717589427,33464,2.4629425185839406
2000,17136,12242,0.71440242763772177,29774,2.4321189348145729
2100,15967,11400,0.71397256842237111,27526,2.4145614035087721
2200,14752,10610,0.71922451193058567,26708,2.5172478793590951
2300,13582,9786,0.72051244293918426,24411,2.4944819129368487
2400,12659,9192,0.72612370645390634,22927,2.4942341166231508
2500,11782,8657,0.73476489560346292,22091,2.5518077856070231
2600,10942,8038,0.7346006214586,19262,2.396367255536203
2700,10418,7652,0.73449798425801494,18302,2.3917929952953476
2800,9736,7133,0.7326417419884963,17248,2.4180569185475957
2900,9223,6685,0.72481838881058225,15854,2.3715781600598356
3000,8703,6290,0.72273928530391818,15320,2.435612082670906
3100,8104,5840,0.72063178677196449,13767,2.35736301369863
3200,7523,5526,0.73454738801010233,13635,2.46742671009772
3300,6990,5061,0.72403433476394852,12358,2.4418099189883424
3400,6692,4880,0.72922893006575018,11868,2.4319672131147541
3500,6424,4619,0.7190224159402242,11513,2.4925308508335138
3600,6124,4391,0.71701502286087526,10253,2.3350034160783419
3700,5537,3881,0.70092107639515988,9094,2.3432105127544447
3800,5400,3835,0.71018518518518514,9148,2.3853976531942633
3900,5180,3668,0.70810810810810809,8078,2.2022900763358777
4000,5017,3558,0.70918875822204508,7899,2.2200674536256324
4100,4654,3199,0.68736570691877952,7641,2.3885589246639576
4200,4459,3185,0.7142857142857143,7125,2.2370486656200943
4300,4313,3083,0.71481567354509623,7648,2.4807006162828413
4400,4077,2885,0.7076281579592838,6068,2.1032928942807625
4500,3905,2731,0.699359795134443,7191,2.633101428048334
4600,3767,2631,0.69843376692328107,5697,2.1653363740022806
4700,3671,2633,0.71724325796785615,6542,2.4846183061146982
4800,3537,2445,0.69126378286683632,5339,2.1836400817995911
4900,3256,2208,0.67813267813267808,4864,2.2028985507246377
5000,3150,2111,0.67015873015873018,4585,2.171956418758882
5100,2964,2040,0.68825910931174084,4612,2.26078431372549
5200,2900,2008,0.69241379310344831,4169,2.0761952191235058
5300,2791,1915,0.68613400214976716,4288,2.2391644908616186
5400,2538,1779,0.70094562647754133,3925,2.2062956717256887
5500,2352,1592,0.6768707482993197,3200,2.0100502512562812
5600,2219,1451,0.65389815232086523,3018,2.079944865609924
5700,2046,1399,0.6837732160312805,2846,2.0343102215868476
5800,1900,1355,0.7131578947368421,2912,2.149077490774908
5900,1900,1321,0.69526315789473681,2833,2.1445874337623012
6000,1881,1386,0.73684210526315785,2852,2.0577200577200578
6100,1758,1239,0.70477815699658708,2452,1.9790153349475383
6200,1700,1198,0.70470588235294118,2372,1.979966611018364
6300,1700,1257,0.73941176470588232,2762,2.1972951471758155
6400,1700,1254,0.73764705882352943,2592,2.0669856459330145
6500,1700,1196,0.70352941176470585,2479,2.0727424749163879
6600,1696,1219,0.71875,2587,2.1222313371616077
6700,1592,1145,0.71922110552763818,2428,2.1205240174672491
6800,1500,1089,0.726,2200,2.0202020202020203
6900,1500,1047,0.698,2122,2.0267430754536773
7000,1411,1042,0.738483345145287,2116,2.0307101727447217
7100,1400,1004,0.71714285714285719,2041,2.0328685258964145
7200,1400,999,0.71357142857142852,2029,2.0310310310310311
7300,1400,993,0.7092857142857143,1997,2.0110775427995971
7400,1400,998,0.71285714285714286,1993,1.996993987975952
7500,1400,989,0.70642857142857141,2008,2.0303336703741151
7600,1395,986,0.706810035842294,1950,1.9776876267748478
7700,1300,920,0.70769230769230773,1748,1.9
7800,1268,904,0.71293375394321767,1927,2.1316371681415931
7900,1200,854,0.71166666666666667,1844,2.1592505854800939
8000,1200,870,0.725,1722,1.9793103448275862
8100,1200,821,0.6841666666666667,1543,1.8794153471376371
8200,1179,827,0.70144189991518235,1636,1.9782345828295043
8300,1058,751,0.70982986767485823,1491,1.9853528628495341
8400,1000,729,0.729,1486,2.03840877914952
8500,1000,692,0.692,1393,2.0130057803468207
8600,1000,682,0.682,1492,2.1876832844574778
8700,996,745,0.74799196787148592,1490,2
8800,863,623,0.72190034762456545,1195,1.9181380417335474
8900,800,609,0.76125,1282,2.1050903119868636
9000,800,577,0.72125,1161,2.0121317157712304
9100,800,587,0.73375,1211,2.0630323679727427
9200,800,590,0.7375,1333,2.2593220338983051
9300,800,584,0.73,1198,2.0513698630136985
9400,800,610,0.7625,1270,2.081967213114754
9500,800,590,0.7375,1260,2.1355932203389831
9600,800,564,0.705,1106,1.9609929078014185
9700,776,571,0.73582474226804129,1169,2.0472854640980738
9800,700,512,0.73142857142857143,1095,2.138671875
9900,700,498,0.71142857142857141,1054,2.1164658634538154
10000,700,481,0.68714285714285717,1002,2.0831600831600832
10100,606,430,0.70957095709570961,880,2.0465116279069768
10200,600,424,0.70666666666666667,936,2.2075471698113209
10300,600,396,0.66,842,2.1262626262626263
10400,600,393,0.655,763,1.9414758269720103
10500,600,395,0.65833333333333333,843,2.1341772151898732
10600,600,401,0.66833333333333333,877,2.1870324189526182
10700,600,410,0.68333333333333335,833,2.0317073170731708
10800,600,406,0.67666666666666664,845,2.08128078817734
10900,600,427,0.71166666666666667,857,2.0070257611241216
11000,600,403,0.67166666666666663,941,2.3349875930521091
11100,600,396,0.66,709,1.7904040404040404
11200,600,435,0.725,879,2.0206896551724136
11300,600,438,0.73,863,1.9703196347031964
11400,523,356,0.68068833652007643,750,2.106741573033708
11500,500,353,0.706,840,2.3796033994334276
11600,500,355,0.71,718,2.0225352112676056
11700,500,353,0.706,766,2.1699716713881019
11800,500,353,0.706,735,2.0821529745042491
11900,500,348,0.696,683,1.9626436781609196
12000,500,352,0.704,724,2.0568181818181817
12100,500,346,0.692,736,2.1271676300578033
12200,500,353,0.706,765,2.1671388101983005
12300,500,356,0.712,686,1.9269662921348314
12400,500,346,0.692,701,2.0260115606936417
12500,500,367,0.734,762,2.0762942779291551
12600,500,351,0.702,677,1.9287749287749287
12700,500,362,0.724,703,1.9419889502762431
12800,419,296,0.7064439140811456,526,1.777027027027027
12900,400,286,0.715,578,2.0209790209790208
13000,400,274,0.685,548,2
13100,400,289,0.7225,550,1.9031141868512111
13200,400,289,0.7225,593,2.0519031141868513
13300,400,280,0.7,605,2.1607142857142856
13400,400,278,0.695,639,2.2985611510791366
13500,400,279,0.6975,497,1.7813620071684588
13600,400,279,0.6975,569,2.0394265232974909
13700,400,257,0.6425,543,2.11284046692607
13800,400,262,0.655,542,2.0687022900763359
13900,400,281,0.7025,558,1.9857651245551602
14000,400,275,0.6875,573,2.0836363636363635
14100,400,275,0.6875,492,1.7890909090909091
14200,400,275,0.6875,507,1.8436363636363637
14300,400,272,0.68,519,1.9080882352941178
14400,400,261,0.6525,576,2.2068965517241379
14500,400,273,0.6825,537,1.9670329670329669
14600,400,273,0.6825,483,1.7692307692307692
14700,400,260,0.65,484,1.8615384615384616
14800,400,277,0.6925,490,1.7689530685920578
14900,400,277,0.6925,523,1.8880866425992779
15000,400,264,0.66,545,2.0643939393939394
15100,400,270,0.675,540,2
15200,400,273,0.6825,542,1.9853479853479854
15300,400,272,0.68,561,2.0625
15400,400,261,0.6525,512,1.9616858237547892
15500,400,241,0.6025,601,2.4937759336099585
15600,400,256,0.64,532,2.078125
15700,400,239,0.5975,437,1.8284518828451883
15800,400,251,0.6275,487,1.9402390438247012
15900,400,263,0.6575,514,1.9543726235741445
16000,400,267,0.6675,657,2.4606741573033708
16100,400,280,0.7,536,1.9142857142857144
16200,400,267,0.6675,797,2.9850187265917603
16300,400,277,0.6925,578,2.0866425992779782
16400,400,270,0.675,640,2.3703703703703702
16500,400,277,0.6925,579,2.0902527075812274
16600,400,277,0.6925,590,2.1299638989169676
16700,400,257,0.6425,483,1.8793774319066148
16800,400,263,0.6575,595,2.2623574144486693
16900,370,236,0.63783783783783787,509,2.156779661016949
17000,300,210,0.7,427,2.0333333333333332
17100,300,189,0.63,372,1.9682539682539681
17200,300,188,0.62666666666666671,389,2.0691489361702127
17300,300,207,0.69,421,2.0338164251207731
17400,300,212,0.70666666666666667,481,2.2688679245283021
17500,300,198,0.66,404,2.04040404040404
17600,300,193,0.64333333333333331,394,2.0414507772020727
17700,300,199,0.66333333333333333,449,2.2562814070351758
17800,300,198,0.66,422,2.1313131313131315
17900,300,210,0.7,445,2.1190476190476191
18000,300,188,0.62666666666666671,353,1.8776595744680851
18100,300,192,0.64,370,1.9270833333333333
18200,300,197,0.65666666666666662,377,1.9137055837563453
18300,300,191,0.63666666666666671,353,1.8481675392670156
18400,300,194,0.64666666666666661,421,2.170103092783505
18500,300,198,0.66,435,2.1969696969696968
18600,300,193,0.64333333333333331,371,1.9222797927461139
18700,300,191,0.63666666666666671,349,1.8272251308900525
18800,300,195,0.65,369,1.8923076923076922
18900,300,182,0.60666666666666669,401,2.2032967032967035
19000,300,192,0.64,357,1.859375
19100,300,199,0.66333333333333333,367,1.8442211055276383
19200,300,189,0.63,351,1.8571428571428572
19300,300,200,0.66666666666666663,432,2.16
19400,300,190,0.6333333333333333,406,2.1368421052631579
19500,300,194,0.64666666666666661,427,2.2010309278350517
19600,300,184,0.61333333333333329,353,1.9184782608695652
19700,299,184,0.61538461538461542,371,2.0163043478260869
19800,200,103,0.515,197,1.912621359223301
19900,200,105,0.525,200,1.9047619047619047
20000,200,108,0.54,202,1.8703703703703705
20100,200,107,0.535,303,2.8317757009345796
20200,200,107,0.535,211,1.97196261682243
20300,200,100,0.5,180,1.8
20400,200,119,0.595,227,1.9075630252100841
20500,200,111,0.555,187,1.6846846846846846
20600,200,107,0.535,214,2
20700,200,102,0.51,250,2.4509803921568629
20800,200,105,0.525,330,3.1428571428571428
20900,200,116,0.58,246,2.1206896551724137
21000,200,100,0.5,215,2.15
21100,200,112,0.56,199,1.7767857142857142
21200,200,121,0.605,260,2.1487603305785123
21300,200,107,0.535,325,3.0373831775700935
21400,200,107,0.535,282,2.6355140186915889
21500,200,110,0.55,227,2.0636363636363635
21600,200,112,0.56,238,2.125
21700,200,115,0.575,226,1.9652173913043478
21800,200,125,0.625,225,1.8
21900,200,101,0.505,213,2.108910891089109
22000,200,112,0.56,272,2.4285714285714284
22100,200,113,0.565,254,2.247787610619469
22200,200,108,0.54,232,2.1481481481481484
22300,200,111,0.555,246,2.2162162162162162
22400,200,116,0.58,245,2.1120689655172415
22500,200,97,0.485,271,2.7938144329896906
22600,200,93,0.465,204,2.193548387096774
22700,200,109,0.545,191,1.7522935779816513
22800,200,90,0.45,177,1.9666666666666666
22900,200,105,0.525,211,2.0095238095238095
23000,200,117,0.585,234,2
23100,200,103,0.515,242,2.349514563106796
23200,200,99,0.495,239,2.4141414141414139
23300,200,106,0.53,285,2.6886792452830188
23400,200,108,0.54,261,2.4166666666666665
23500,200,98,0.49,265,2.704081632653061
23600,200,114,0.57,420,3.6842105263157894
23700,200,112,0.56,277,2.4732142857142856
23800,200,113,0.565,296,2.6194690265486726
23900,200,110,0.55,235,2.1363636363636362
24000,200,95,0.475,176,1.8526315789473684
24100,200,91,0.455,272,2.9890109890109891
24200,200,102,0.51,225,2.2058823529411766
24300,200,109,0.545,225,2.0642201834862384
24400,200,105,0.525,205,1.9523809523809523
24500,200,113,0.565,220,1.9469026548672566
24600,200,111,0.555,223,2.0090090090090089
24700,200,118,0.59,249,2.1101694915254239
24800,200,96,0.48,218,2.2708333333333335
24900,200,116,0.58,218,1.8793103448275863
25000,200,107,0.535,200,1.8691588785046729
25100,200,95,0.475,175,1.8421052631578947
25200,200,108,0.54,229,2.1203703703703702
25300,200,105,0.525,348,3.3142857142857145
25400,200,106,0.53,326,3.0754716981132075
25500,200,114,0.57,228,2
25600,200,111,0.555,238,2.144144144144144
25700,200,100,0.5,239,2.39
25800,200,101,0.505,216,2.1386138613861387
25900,200,115,0.575,230,2
26000,200,107,0.535,256,2.3925233644859811
26100,200,118,0.59,236,2
26200,200,116,0.58,258,2.2241379310344827
26300,200,110,0.55,251,2.2818181818181817
26400,200,102,0.51,213,2.0882352941176472
26500,200,104,0.52,204,1.9615384615384615
26600,200,102,0.51,177,1.7352941176470589
26700,200,110,0.55,226,2.0545454545454547
26800,200,110,0.55,215,1.9545454545454546
26900,200,127,0.635,207,1.6299212598425197
27000,200,93,0.465,153,1.6451612903225807
27100,200,102,0.51,230,2.2549019607843137
27200,200,114,0.57,232,2.0350877192982457
27300,200,107,0.535,230,2.1495327102803738
27400,200,98,0.49,186,1.8979591836734695
27500,200,107,0.535,242,2.2616822429906542
27600,200,95,0.475,156,1.6421052631578947
27700,200,103,0.515,205,1.9902912621359223
27800,200,90,0.45,161,1.788888888888889
27900,200,104,0.52,213,2.0480769230769229
28000,200,100,0.5,219,2.19
28100,200,89,0.445,184,2.0674157303370788
28200,200,105,0.525,175,1.6666666666666667
28300,200,118,0.59,233,1.9745762711864407
28400,200,114,0.57,231,2.0263157894736841
28500,200,107,0.535,222,2.0747663551401869
28600,200,108,0.54,210,1.9444444444444444
28700,200,96,0.48,165,1.71875
28800,200,99,0.495,213,2.1515151515151514
28900,200,91,0.455,142,1.5604395604395604
29000,200,96,0.48,187,1.9479166666666667
29100,200,95,0.475,201,2.1157894736842104
29200,200,97,0.485,171,1.7628865979381443
29300,200,103,0.515,203,1.970873786407767
29400,200,104,0.52,189,1.8173076923076923
29500,200,113,0.565,271,2.3982300884955752
29600,200,99,0.495,201,2.0303030303030303
29700,200,104,0.52,203,1.9519230769230769
29800,200,106,0.53,191,1.8018867924528301
29900,200,109,0.545,245,2.2477064220183487
30000,200,101,0.505,169,1.6732673267326732
30100,200,101,0.505,191,1.891089108910891
30200,200,108,0.54,187,1.7314814814814814
30300,200,99,0.495,204,2.0606060606060606
30400,200,92,0.46,147,1.5978260869565217
30500,200,106,0.53,382,3.6037735849056602
30600,200,103,0.515,188,1.825242718446602
30700,200,83,0.415,153,1.8433734939759037
30800,200,94,0.47,163,1.7340425531914894
30900,200,96,0.48,206,2.1458333333333335
31000,200,105,0.525,188,1.7904761904761906
31100,200,93,0.465,179,1.924731182795699
31200,200,103,0.515,212,2.058252427184466
31300,200,105,0.525,204,1.9428571428571428
31400,200,100,0.5,309,3.09
31500,200,113,0.565,215,1.9026548672566372
31600,200,100,0.5,182,1.82
31700,200,114,0.57,217,1.9035087719298245
31800,200,106,0.53,200,1.8867924528301887
31900,200,101,0.505,174,1.7227722772277227
32000,200,109,0.545,220,2.0183486238532109
32100,200,112,0.56,220,1.9642857142857142
32200,200,105,0.525,243,2.3142857142857145
32300,200,112,0.56,209,1.8660714285714286
32400,200,96,0.48,158,1.6458333333333333
32500,200,110,0.55,194,1.7636363636363637
32600,200,109,0.545,182,1.6697247706422018
32700,200,115,0.575,244,2.1217391304347828
32800,200,105,0.525,254,2.4190476190476189
32900,200,100,0.5,160,1.6
33000,200,103,0.515,168,1.6310679611650485
33100,200,115,0.575,211,1.8347826086956522
33200,200,115,0.575,264,2.2956521739130435
33300,200,99,0.495,200,2.0202020202020203
33400,200,98,0.49,160,1.6326530612244898
33500,200,96,0.48,223,2.3229166666666665
33600,200,104,0.52,201,1.9326923076923077
33700,200,113,0.565,219,1.9380530973451326
33800,200,109,0.545,190,1.7431192660550459
33900,200,106,0.53,232,2.1886792452830188
34000,200,117,0.585,217,1.8547008547008548
34100,200,103,0.515,213,2.0679611650485437
34200,200,95,0.475,164,1.7263157894736842
34300,200,110,0.55,274,2.4909090909090907
34400,200,106,0.53,171,1.6132075471698113
34500,200,108,0.54,190,1.7592592592592593
34600,200,86,0.43,145,1.6860465116279071
34700,200,111,0.555,221,1.9909909909909911
34800,200,102,0.51,245,2.4019607843137254
34900,200,103,0.515,214,2.0776699029126213
35000,200,116,0.58,211,1.8189655172413792
35100,200,101,0.505,209,2.0693069306930694
35200,200,120,0.6,246,2.05
35300,200,108,0.54,192,1.7777777777777777
35400,200,120,0.6,237,1.975
35500,200,107,0.535,235,2.1962616822429908
35600,200,124,0.62,231,1.8629032258064515
35700,200,112,0.56,199,1.7767857142857142
35800,200,97,0.485,177,1.8247422680412371
35900,200,113,0.565,190,1.6814159292035398
36000,200,108,0.54,258,2.3888888888888888
36100,200,98,0.49,211,2.1530612244897958
36200,200,103,0.515,207,2.0097087378640777
36300,200,113,0.565,241,2.1327433628318584
36400,200,110,0.55,235,2.1363636363636362
36500,200,95,0.475,194,2.0421052631578949
36600,200,116,0.58,206,1.7758620689655173
36700,200,113,0.565,276,2.4424778761061945
36800,200,116,0.58,195,1.6810344827586208
36900,200,93,0.465,193,2.075268817204301
37000,200,84,0.42,139,1.6547619047619047
37100,200,103,0.515,163,1.5825242718446602
37200,200,104,0.52,181,1.7403846153846154
37300,200,98,0.49,280,2.8571428571428572
37400,200,115,0.575,192,1.6695652173913043
37500,200,99,0.495,210,2.1212121212121211
37600,200,116,0.58,236,2.0344827586206895
37700,200,105,0.525,213,2.0285714285714285
37800,200,101,0.505,218,2.1584158415841586
37900,200,111,0.555,336,3.0270270270270272
38000,200,94,0.47,168,1.7872340425531914
38100,200,109,0.545,249,2.2844036697247705
38200,200,116,0.58,198,1.7068965517241379
38300,200,99,0.495,186,1.8787878787878789
38400,200,98,0.49,161,1.6428571428571428
38500,200,101,0.505,188,1.8613861386138615
38600,200,108,0.54,356,3.2962962962962963
38700,200,97,0.485,225,2.3195876288659796
38800,200,98,0.49,222,2.2653061224489797
38900,200,111,0.555,250,2.2522522522522523
39000,200,103,0.515,182,1.766990291262136
39100,200,115,0.575,243,2.1130434782608694
39200,200,104,0.52,331,3.1826923076923075
39300,200,113,0.565,262,2.3185840707964602
39400,200,106,0.53,265,2.5
39500,200,112,0.56,186,1.6607142857142858
39600,200,95,0.475,149,1.5684210526315789
39700,200,104,0.52,181,1.7403846153846154
39800,200,101,0.505,174,1.7227722772277227
39900,200,103,0.515,183,1.7766990291262137
40000,200,94,0.47,153,1.6276595744680851
40100,200,119,0.595,233,1.9579831932773109
40200,200,91,0.455,183,2.0109890109890109
40300,200,91,0.455,332,3.6483516483516483
40400,200,97,0.485,167,1.7216494845360826
40500,200,102,0.51,210,2.0588235294117645
40600,200,96,0.48,221,2.3020833333333335
40700,200,111,0.555,174,1.5675675675675675
40800,200,111,0.555,185,1.6666666666666667
40900,200,103,0.515,167,1.6213592233009708
41000,200,96,0.48,139,1.4479166666666667
41100,200,111,0.555,206,1.8558558558558558
41200,200,104,0.52,207,1.9903846153846154
41300,200,113,0.565,188,1.663716814159292
41400,200,116,0.58,252,2.1724137931034484
41500,200,106,0.53,161,1.5188679245283019
41600,200,114,0.57,217,1.9035087719298245
41700,200,115,0.575,198,1.7217391304347827
41800,200,115,0.575,194,1.6869565217391305
41900,200,109,0.545,192,1.761467889908257
42000,200,103,0.515,193,1.8737864077669903
42100,200,102,0.51,187,1.8333333333333333
42200,200,113,0.565,230,2.0353982300884956
42300,200,112,0.56,193,1.7232142857142858
42400,200,100,0.5,177,1.77
42500,200,105,0.525,174,1.6571428571428573
42600,200,111,0.555,231,2.0810810810810811
42700,200,119,0.595,223,1.8739495798319328
42800,200,102,0.51,217,2.1274509803921569
42900,200,93,0.465,208,2.236559139784946
43000,108,42,0.3888888888888889,78,1.8571428571428572
43100,100,52,0.52,91,1.75
43200,100,46,0.46,96,2.0869565217391304
43300,100,47,0.47,138,2.9361702127659575
43400,100,53,0.53,100,1.8867924528301887
43500,100,53,0.53,148,2.7924528301886791
43600,100,46,0.46,88,1.9130434782608696
43700,100,38,0.38,80,2.1052631578947367
43800,100,49,0.49,115,2.3469387755102042
43900,100,43,0.43,76,1.7674418604651163
44000,100,57,0.57,140,2.4561403508771931
44100,100,43,0.43,799,18.581395348837209
44200,100,45,0.45,111,2.4666666666666668
44300,100,53,0.53,133,2.5094339622641511
44400,100,56,0.56,146,2.6071428571428572
44500,100,43,0.43,70,1.6279069767441861
44600,100,50,0.5,86,1.72
44700,100,48,0.48,104,2.1666666666666665
44800,100,46,0.46,107,2.3260869565217392
44900,100,52,0.52,112,2.1538461538461537
45000,100,40,0.4,85,2.125
45100,100,47,0.47,127,2.7021276595744679
45200,100,50,0.5,114,2.28
45300,100,42,0.42,103,2.4523809523809526
45400,100,45,0.45,126,2.8
45500,100,43,0.43,115,2.6744186046511627
45600,100,45,0.45,115,2.5555555555555554
45700,100,51,0.51,95,1.8627450980392157
45800,100,55,0.55,152,2.7636363636363637
45900,100,59,0.59,136,2.3050847457627119
46000,100,43,0.43,73,1.6976744186046511
46100,100,44,0.44,116,2.6363636363636362
46200,100,46,0.46,106,2.3043478260869565
46300,100,49,0.49,121,2.4693877551020407
46400,100,50,0.5,116,2.32
46500,100,46,0.46,89,1.9347826086956521
46600,100,48,0.48,193,4.020833333333333
46700,100,47,0.47,111,2.3617021276595747
46800,100,44,0.44,102,2.3181818181818183
46900,100,43,0.43,79,1.8372093023255813
47000,100,41,0.41,144,3.5121951219512195
47100,100,42,0.42,91,2.1666666666666665
47200,100,47,0.47,96,2.0425531914893615
