month_regist,diff,regists,q_uu,q_user_rate
2018-05-01,4,150492,1864,0.01238604045397762
2018-05-01,5,150492,1816,0.01206708662254472
2018-05-01,6,150492,1645,0.010930813598065013
2018-05-01,7,150492,1413,0.0093892034128059965
2018-05-01,8,150492,1404,0.0093293995694123284
2018-05-01,9,150492,1276,0.0084788560189245944
2018-05-01,10,150492,1372,0.0091167636817903949
2018-05-01,11,150492,1299,0.0086316880631528582
2018-05-01,12,150492,1288,0.0085585944767828191
2018-06-01,0,133991,18563,0.13853915561492935
2018-06-01,1,133991,4452,0.03322611220156578
2018-06-01,2,133991,2638,0.019687889485114671
2018-06-01,3,133991,1997,0.014903986088617892
2018-06-01,4,133991,1899,0.014172593681665187
2018-06-01,5,133991,1635,0.012202312095588509
2018-06-01,6,133991,1380,0.010299199199946265
2018-06-01,7,133991,1411,0.010530558022553753
2018-06-01,8,133991,1332,0.00994096618429596
2018-06-01,9,133991,1424,0.010627579464292379
2018-06-01,10,133991,1262,0.009418543036472599
2018-06-01,11,133991,1240,0.0092543529042995419
2018-06-01,12,133991,1160,0.0086572978782157011
2018-07-01,0,142398,19640,0.13792328543940224
2018-07-01,1,142398,4541,0.031889492829955478
2018-07-01,2,142398,2504,0.017584516636469615
2018-07-01,3,142398,2254,0.015828874001039342
2018-07-01,4,142398,1897,0.013321816317644911
2018-07-01,5,142398,1556,0.010927119762918018
2018-07-01,6,142398,1577,0.011074593744294162
2018-07-01,7,142398,1538,0.010800713493167038
2018-07-01,8,142398,1537,0.010793690922625318
2018-07-01,9,142398,1426,0.010014185592494276
2018-07-01,10,142398,1321,0.0092768156856135615
2018-07-01,11,142398,1170,0.0082164075338136775
2018-07-01,12,142398,1326,0.0093119285383221669
2018-08-01,0,135698,18671,0.13759230054975019
2018-08-01,1,135698,3879,0.028585535527421185
2018-08-01,2,135698,2599,0.019152824654748043
2018-08-01,3,135698,2125,0.01565977390971127
2018-08-01,4,135698,1671,0.012314109272060015
2018-08-01,5,135698,1699,0.01252044982239974
2018-08-01,6,135698,1520,0.011201344161299356
2018-08-01,7,135698,1562,0.011510854986808943
2018-08-01,8,135698,1417,0.01044230570826394
2018-08-01,9,135698,1365,0.010059101829061593
2018-08-01,10,135698,1178,0.0086810417250070011
2018-08-01,11,135698,1215,0.0089537060236702087
2018-08-01,12,135698,1097,0.008084127990095653
2018-09-01,0,133251,17082,0.12819415989373439
2018-09-01,1,133251,4318,0.032405010093732881
2018-09-01,2,133251,2566,0.019256891130272943
2018-09-01,3,133251,2038,0.015294444319367209
2018-09-01,4,133251,1848,0.01386856383817007
2018-09-01,5,133251,1656,0.012427674088749802
2018-09-01,6,133251,1667,0.012510225063977006
2018-09-01,7,133251,1478,0.011091849216891431
2018-09-01,8,133251,1385,0.010393918244515989
2018-09-01,9,133251,1126,0.00845021800962094
2018-09-01,10,133251,1219,0.0091481489819963836
2018-09-01,11,133251,1069,0.0080224538652617985
2018-09-01,12,133251,1064,0.00798493069470398
2018-10-01,0,146197,19711,0.13482492800809867
2018-10-01,1,146197,4565,0.031224990936886531
2018-10-01,2,146197,2700,0.018468231222254904
2018-10-01,3,146197,2304,0.015759557309657515
2018-10-01,4,146197,2077,0.014206857869860531
2018-10-01,5,146197,2087,0.014275258726239252
2018-10-01,6,146197,1835,0.012551557145495461
2018-10-01,7,146197,1694,0.011587105070555484
2018-10-01,8,146197,1407,0.0096240004924861653
2018-10-01,9,146197,1420,0.0097129216057785048
2018-10-01,10,146197,1267,0.00866638850318406
2018-10-01,11,146197,1211,0.0082833437074632168
2018-10-01,12,146197,1316,0.0090015526994397972
2018-11-01,0,138067,18758,0.13586157445298297
2018-11-01,1,138067,3893,0.02819645534414451
2018-11-01,2,138067,2641,0.019128394185431712
2018-11-01,3,138067,2098,0.015195521015159306
2018-11-01,4,138067,2081,0.015072392389202344
2018-11-01,5,138067,1852,0.013413777368958549
2018-11-01,6,138067,1634,0.01183483381256926
2018-11-01,7,138067,1354,0.009806832914454576
2018-11-01,8,138067,1404,0.010168975931975056
2018-11-01,9,138067,1138,0.0082423750787661062
2018-11-01,10,138067,1183,0.0085683037945345382
2018-11-01,11,138067,1292,0.0093577755727291823
2018-11-01,12,138067,1185,0.0085827895152353565
2018-12-01,0,120042,16055,0.13374485596707819
2018-12-01,1,120042,3494,0.029106479398877061
2018-12-01,2,120042,2115,0.017618833408307093
2018-12-01,3,120042,1993,0.016602522450475665
2018-12-01,4,120042,1780,0.014828143483114243
2018-12-01,5,120042,1572,0.013095416604188535
2018-12-01,6,120042,1265,0.010537978374235684
2018-12-01,7,120042,1323,0.011021142600089968
2018-12-01,8,120042,1125,0.0093717198980356881
2018-12-01,9,120042,1124,0.0093633894803485454
2018-12-01,10,120042,1093,0.0091051465320471162
2018-12-01,11,120042,1167,0.0097215974408956865
2018-12-01,12,120042,978,0.0081471484980256918
2019-01-01,0,142012,18899,0.13308030307297974
2019-01-01,1,142012,4250,0.02992704841844351
2019-01-01,2,142012,2898,0.020406726192152776
2019-01-01,3,142012,2403,0.016921105258710531
2019-01-01,4,142012,2015,0.014188941779567924
2019-01-01,5,142012,1610,0.011337070106751543
2019-01-01,6,142012,1656,0.011660986395515872
2019-01-01,7,142012,1383,0.0097386136382840889
2019-01-01,8,142012,1354,0.0095344055431935328
2019-01-01,9,142012,1412,0.009942821733374645
2019-01-01,10,142012,1269,0.0089358645748246635
2019-01-01,11,142012,1186,0.00835140692335859
2019-01-01,12,142012,1253,0.0088231980396022876
2019-02-01,0,131831,18434,0.13983054061639524
2019-02-01,1,131831,4533,0.034384932223832029
2019-02-01,2,131831,2907,0.022050959182589831
2019-02-01,3,131831,2112,0.016020511108919753
2019-02-01,4,131831,1658,0.012576708058044011
2019-02-01,5,131831,1698,0.012880126829046278
2019-02-01,6,131831,1418,0.010756195432030402
2019-02-01,7,131831,1384,0.010498289476678475
2019-02-01,8,131831,1438,0.010907904817531537
2019-02-01,9,131831,1321,0.010020404912349902
2019-02-01,10,131831,1151,0.0087308751355902638
2019-02-01,11,131831,1128,0.00855640934226396
2019-02-01,12,131831,1167,0.0088522426439911709
2019-03-01,0,147815,20828,0.14090586205730135
2019-03-01,1,147815,4758,0.03218888475459189
2019-03-01,2,147815,2980,0.020160335554578357
2019-03-01,3,147815,2111,0.014281365220038561
2019-03-01,4,147815,1989,0.013456009200690051
2019-03-01,5,147815,1609,0.010885228156817644
2019-03-01,6,147815,1615,0.010925819436457734
2019-03-01,7,147815,1577,0.010668741332070493
2019-03-01,8,147815,1503,0.010168115549842708
2019-03-01,9,147815,1285,0.0086932990562527488
2019-03-01,10,147815,1345,0.0090992118526536554
2019-03-01,11,147815,1338,0.0090518553597402161
2019-03-01,12,147815,1392,0.0094171768765010325
2019-04-01,0,144027,20524,0.1425010588292473
2019-04-01,1,144027,4238,0.029425038360862892
2019-04-01,2,144027,2400,0.016663542252494324
2019-04-01,3,144027,2068,0.014358418907565942
2019-04-01,4,144027,1657,0.01150478729682629
2019-04-01,5,144027,1552,0.010775757323279662
2019-04-01,6,144027,1583,0.010990994744041048
2019-04-01,7,144027,1480,0.010275851055704834
2019-04-01,8,144027,1276,0.0088594499642428159
2019-04-01,9,144027,1287,0.0089358245329000819
2019-04-01,10,144027,1271,0.008824734251216786
2019-04-01,11,144027,1360,0.0094426739430801161
2019-04-01,12,144027,1432,0.0099425802106549461
2019-05-01,0,146987,19963,0.13581473191506732
2019-05-01,1,146987,3916,0.02664181186091287
2019-05-01,2,146987,2643,0.017981182009293339
2019-05-01,3,146987,1960,0.013334512575942091
2019-05-01,4,146987,1681,0.011436385530693191
2019-05-01,5,146987,1750,0.011905814799948294
2019-05-01,6,146987,1494,0.010164164177784429
2019-05-01,7,146987,1367,0.0093001421894453248
2019-05-01,8,146987,1388,0.0094430119670447041
2019-05-01,9,146987,1230,0.0083680869736779441
2019-05-01,10,146987,1384,0.0094157986760733947
2019-05-01,11,146987,1513,0.010293427309898155
2019-05-01,12,146987,1476,0.010041704368413533
2019-06-01,0,133126,17308,0.13001216892267475
2019-06-01,1,133126,3830,0.028769736940943168
2019-06-01,2,133126,2223,0.016698466114808526
2019-06-01,3,133126,1712,0.012859997295794961
2019-06-01,4,133126,1676,0.012589576791911422
2019-06-01,5,133126,1476,0.011087240659225095
2019-06-01,6,133126,1240,0.00931448402265523
2019-06-01,7,133126,1346,0.010110722172978983
2019-06-01,8,133126,1269,0.0095323227618947463
2019-06-01,9,133126,1293,0.0097126030978171053
2019-06-01,10,133126,1360,0.010215885702267025
2019-06-01,11,133126,1482,0.011132310743205686
2019-06-01,12,133126,1453,0.010914472003966167
2019-07-01,0,140995,19647,0.13934536685698073
2019-07-01,1,140995,4080,0.028937196354480655
2019-07-01,2,140995,2436,0.017277208411645803
2019-07-01,3,140995,2168,0.015376431788361289
2019-07-01,4,140995,1811,0.012844427107344233
2019-07-01,5,140995,1549,0.010986205184581014
2019-07-01,6,140995,1597,0.011326642788751375
2019-07-01,7,140995,1526,0.010823078832582716
2019-07-01,8,140995,1494,0.010596120429802475
2019-07-01,9,140995,1546,0.010964927834320366
2019-07-01,10,140995,1545,0.010957835384233483
2019-07-01,11,140995,1627,0.01153941629135785
2019-07-01,12,140995,1624,0.011518138941097203
2019-08-01,0,135079,16558,0.12258011978175734
2019-08-01,1,135079,3396,0.025140843506392556
2019-08-01,2,135079,2334,0.017278777604216793
2019-08-01,3,135079,1941,0.014369369035897512
2019-08-01,4,135079,1595,0.011807905003738553
2019-08-01,5,135079,1530,0.011326705113304067
2019-08-01,6,135079,1481,0.010963954426668839
2019-08-01,7,135079,1447,0.010712249868595414
2019-08-01,8,135079,1432,0.010601203740033611
2019-08-01,9,135079,1527,0.011304495887591706
2019-08-01,10,135079,1533,0.011348914339016428
2019-08-01,11,135079,1476,0.01092693905048157
2019-08-01,12,135079,1279,0.0094685332287032034
2019-09-01,0,137253,17431,0.12699904555820274
2019-09-01,1,137253,4179,0.0304474219142751
2019-09-01,2,137253,2545,0.018542399801825826
2019-09-01,3,137253,1871,0.013631760325821658
2019-09-01,4,137253,1751,0.01275746249626602
2019-09-01,5,137253,1648,0.01200702352589743
2019-09-01,6,137253,1673,0.012189168907054855
2019-09-01,7,137253,1660,0.012094453308852993
2019-09-01,8,137253,1666,0.012138168200330776
2019-09-01,9,137253,1632,0.011890450481956678
2019-09-01,10,137253,1469,0.01070286259681027
2019-09-01,11,137253,1346,0.00980670732151574
2019-10-01,0,155164,20440,0.13173158722384057
2019-10-01,1,155164,4507,0.02904668608697894
2019-10-01,2,155164,2667,0.01718826531927509
2019-10-01,3,155164,2183,0.014068985073857338
2019-10-01,4,155164,2015,0.012986259699414813
2019-10-01,5,155164,1942,0.012515789745043953
2019-10-01,6,155164,1980,0.01276069191307262
2019-10-01,7,155164,1920,0.012374004279343147
2019-10-01,8,155164,1811,0.011671521744734603
2019-10-01,9,155164,1626,0.010479234874068728
2019-10-01,10,155164,1428,0.0092031656827614647
2019-11-01,0,147072,19548,0.1329144908616188
2019-11-01,1,147072,3899,0.026510824630113141
2019-11-01,2,147072,2603,0.017698814186248912
2019-11-01,3,147072,2163,0.014707082245430809
2019-11-01,4,147072,2137,0.014530298085291557
2019-11-01,5,147072,1965,0.013360802872062663
2019-11-01,6,147072,1908,0.012973237597911228
2019-11-01,7,147072,1876,0.012755657093124456
2019-11-01,8,147072,1708,0.011613359442993907
2019-11-01,9,147072,1463,0.0099475087032201912
2019-12-01,0,158289,17104,0.10805551870313161
2019-12-01,1,158289,3615,0.022837973579970812
2019-12-01,2,158289,2271,0.014347175103765897
2019-12-01,3,158289,2003,0.012654069455236941
2019-12-01,4,158289,1904,0.012028631174623631
2019-12-01,5,158289,1895,0.011971773149113331
2019-12-01,6,158289,1798,0.011358969985280088
2019-12-01,7,158289,1713,0.010821977522127248
2019-12-01,8,158289,1432,0.0090467436145278569
2020-01-01,0,171004,18747,0.109629014525976
2020-01-01,1,171004,3988,0.023321091904282942
2020-01-01,2,171004,2691,0.015736474000608174
2020-01-01,3,171004,2378,0.013906107459474633
2020-01-01,4,171004,2255,0.013186826039156978
2020-01-01,5,171004,2071,0.012110827816893172
2020-01-01,6,171004,1939,0.011338916048747398
2020-01-01,7,171004,1629,0.0095260929568898971
2020-02-01,0,157216,18722,0.11908457154488093
2020-02-01,1,157216,4160,0.026460411154081008
2020-02-01,2,157216,2901,0.018452320374516589
2020-02-01,3,157216,2444,0.015545491553022593
2020-02-01,4,157216,2203,0.014012568695298188
2020-02-01,5,157216,1948,0.012390596376959087
2020-02-01,6,157216,1691,0.010755902707103603
2020-03-01,0,183289,20803,0.11349835505676828
2020-03-01,1,183289,5352,0.029199788312446465
2020-03-01,2,183289,3615,0.019722951186377798
2020-03-01,3,183289,3103,0.016929548418072007
2020-03-01,4,183289,2669,0.014561703102750302
2020-03-01,5,183289,2181,0.011899241089208845
2020-04-01,0,260829,26246,0.10062531390297857
2020-04-01,1,260829,6851,0.026266251068707849
2020-04-01,2,260829,4682,0.017950457962879893
2020-04-01,3,260829,3623,0.013890326612454904
2020-04-01,4,260829,2941,0.011275586687063171
2020-05-01,0,199139,28112,0.14116772706501488
2020-05-01,1,199139,6708,0.033685013985206312
2020-05-01,2,199139,3996,0.020066385790829522
2020-05-01,3,199139,3031,0.015220524357358428
2020-06-01,0,185569,28182,0.15186803830381151
2020-06-01,1,185569,5920,0.031901880163173808
2020-06-01,2,185569,3407,0.018359747587150872
2020-07-01,0,173027,26059,0.15060655273454432
2020-07-01,1,173027,5361,0.030983603715027133
2020-08-01,0,165429,23050,0.13933469947832605
