q_first_a_diff,q_total,q_next_in28days_count,q_next_after29days_count,q_no_repeat_count,q_retention_28days,q_retention_after29days,no_repeat_rate
4107,76,34,31,11,0.44736842105263158,0.40789473684210525,0.14473684210526316
4108,89,33,35,21,0.3707865168539326,0.39325842696629215,0.23595505617977527
4109,57,21,21,15,0.36842105263157893,0.36842105263157893,0.26315789473684209
4110,54,29,15,10,0.53703703703703709,0.27777777777777779,0.18518518518518517
4111,46,15,18,13,0.32608695652173914,0.391304347826087,0.28260869565217389
4112,72,20,25,27,0.27777777777777779,0.34722222222222221,0.375
4113,45,20,15,10,0.44444444444444442,0.33333333333333331,0.22222222222222221
4114,55,21,20,14,0.38181818181818183,0.36363636363636365,0.25454545454545452
4115,54,14,22,18,0.25925925925925924,0.40740740740740738,0.33333333333333331
4116,48,24,16,8,0.5,0.33333333333333331,0.16666666666666666
4117,44,19,18,7,0.43181818181818182,0.40909090909090912,0.15909090909090909
4118,52,18,19,15,0.34615384615384615,0.36538461538461536,0.28846153846153844
4119,61,26,21,14,0.42622950819672129,0.34426229508196721,0.22950819672131148
4120,51,19,20,12,0.37254901960784315,0.39215686274509803,0.23529411764705882
4121,56,20,27,9,0.35714285714285715,0.48214285714285715,0.16071428571428573
4122,72,21,27,24,0.29166666666666669,0.375,0.33333333333333331
4123,60,33,16,11,0.55,0.26666666666666666,0.18333333333333332
4124,65,24,27,14,0.36923076923076925,0.41538461538461541,0.2153846153846154
4125,66,18,24,24,0.27272727272727271,0.36363636363636365,0.36363636363636365
4126,79,30,31,18,0.379746835443038,0.39240506329113922,0.22784810126582278
4127,75,24,28,23,0.32,0.37333333333333335,0.30666666666666664
4128,68,27,23,18,0.39705882352941174,0.33823529411764708,0.26470588235294118
4129,75,33,29,13,0.44,0.38666666666666666,0.17333333333333334
4130,90,26,37,27,0.28888888888888886,0.41111111111111109,0.3
4131,60,19,28,13,0.31666666666666665,0.46666666666666667,0.21666666666666667
4132,64,20,26,18,0.3125,0.40625,0.28125
4133,82,27,35,20,0.32926829268292684,0.42682926829268292,0.24390243902439024
4134,65,27,25,13,0.41538461538461541,0.38461538461538464,0.2
4135,66,31,21,14,0.46969696969696972,0.31818181818181818,0.21212121212121213
4136,50,20,16,14,0.4,0.32,0.28
4137,57,20,25,12,0.35087719298245612,0.43859649122807015,0.21052631578947367
4138,61,26,20,15,0.42622950819672129,0.32786885245901637,0.24590163934426229
4139,59,24,20,15,0.40677966101694918,0.33898305084745761,0.25423728813559321
4140,45,14,22,9,0.31111111111111112,0.48888888888888887,0.2
4141,59,26,21,12,0.44067796610169491,0.3559322033898305,0.20338983050847459
4142,54,20,21,13,0.37037037037037035,0.3888888888888889,0.24074074074074073
4143,65,27,25,13,0.41538461538461541,0.38461538461538464,0.2
4144,61,25,19,17,0.4098360655737705,0.31147540983606559,0.27868852459016391
4145,62,28,16,18,0.45161290322580644,0.25806451612903225,0.29032258064516131
4146,73,28,25,20,0.38356164383561642,0.34246575342465752,0.273972602739726
4147,74,30,21,23,0.40540540540540543,0.28378378378378377,0.3108108108108108
4148,68,21,32,15,0.30882352941176472,0.47058823529411764,0.22058823529411764
4149,59,29,18,12,0.49152542372881358,0.30508474576271188,0.20338983050847459
4150,75,22,29,24,0.29333333333333333,0.38666666666666666,0.32
4151,77,34,23,20,0.44155844155844154,0.29870129870129869,0.25974025974025972
4152,66,26,22,18,0.39393939393939392,0.33333333333333331,0.27272727272727271
4153,56,20,17,19,0.35714285714285715,0.30357142857142855,0.3392857142857143
4154,79,28,31,20,0.35443037974683544,0.39240506329113922,0.25316455696202533
4155,73,29,31,13,0.39726027397260272,0.42465753424657532,0.17808219178082191
4156,85,31,33,21,0.36470588235294116,0.38823529411764707,0.24705882352941178
4157,69,28,24,17,0.40579710144927539,0.34782608695652173,0.24637681159420291
4158,64,32,14,18,0.5,0.21875,0.28125
4159,51,13,25,13,0.25490196078431371,0.49019607843137253,0.25490196078431371
4160,50,19,20,11,0.38,0.4,0.22
4161,59,18,27,14,0.30508474576271188,0.4576271186440678,0.23728813559322035
4162,55,26,18,11,0.47272727272727272,0.32727272727272727,0.2
4163,51,18,23,10,0.35294117647058826,0.45098039215686275,0.19607843137254902
4164,53,24,16,13,0.45283018867924529,0.30188679245283018,0.24528301886792453
4165,67,25,31,11,0.373134328358209,0.46268656716417911,0.16417910447761194
4166,52,22,21,9,0.42307692307692307,0.40384615384615385,0.17307692307692307
4167,65,24,21,20,0.36923076923076925,0.32307692307692309,0.30769230769230771
4168,60,22,24,14,0.36666666666666664,0.4,0.23333333333333334
4169,71,25,29,17,0.352112676056338,0.40845070422535212,0.23943661971830985
4170,75,31,26,18,0.41333333333333333,0.34666666666666668,0.24
4171,74,24,38,12,0.32432432432432434,0.51351351351351349,0.16216216216216217
4172,75,31,28,16,0.41333333333333333,0.37333333333333335,0.21333333333333335
4173,83,33,31,19,0.39759036144578314,0.37349397590361444,0.2289156626506024
4174,82,30,25,27,0.36585365853658536,0.3048780487804878,0.32926829268292684
4175,98,42,32,24,0.42857142857142855,0.32653061224489793,0.24489795918367346
4176,93,34,36,23,0.36559139784946237,0.38709677419354838,0.24731182795698925
4177,78,26,33,19,0.33333333333333331,0.42307692307692307,0.24358974358974358
4178,80,26,29,25,0.325,0.3625,0.3125
4179,82,38,30,14,0.46341463414634149,0.36585365853658536,0.17073170731707318
4180,75,25,29,21,0.33333333333333331,0.38666666666666666,0.28
4181,80,37,28,15,0.4625,0.35,0.1875
4182,86,29,38,19,0.33720930232558138,0.44186046511627908,0.22093023255813954
4183,57,27,21,9,0.47368421052631576,0.36842105263157893,0.15789473684210525
4184,79,35,25,19,0.44303797468354428,0.31645569620253167,0.24050632911392406
4185,69,30,26,13,0.43478260869565216,0.37681159420289856,0.18840579710144928
4186,56,18,32,6,0.32142857142857145,0.5714285714285714,0.10714285714285714
4187,57,20,26,11,0.35087719298245612,0.45614035087719296,0.19298245614035087
4188,61,27,20,14,0.44262295081967212,0.32786885245901637,0.22950819672131148
4189,51,18,18,15,0.35294117647058826,0.35294117647058826,0.29411764705882354
4190,58,24,21,13,0.41379310344827586,0.36206896551724138,0.22413793103448276
4191,84,40,25,19,0.47619047619047616,0.29761904761904762,0.22619047619047619
4192,74,29,21,24,0.39189189189189189,0.28378378378378377,0.32432432432432434
4193,75,25,28,22,0.33333333333333331,0.37333333333333335,0.29333333333333333
4194,77,26,30,21,0.33766233766233766,0.38961038961038963,0.27272727272727271
4195,73,26,33,14,0.35616438356164382,0.45205479452054792,0.19178082191780821
4196,68,29,24,15,0.4264705882352941,0.35294117647058826,0.22058823529411764
4197,84,29,30,25,0.34523809523809523,0.35714285714285715,0.29761904761904762
4198,80,36,32,12,0.45,0.4,0.15
4199,91,31,30,30,0.34065934065934067,0.32967032967032966,0.32967032967032966
4200,95,39,32,24,0.41052631578947368,0.33684210526315789,0.25263157894736843
4201,81,34,34,13,0.41975308641975306,0.41975308641975306,0.16049382716049382
4202,76,26,31,19,0.34210526315789475,0.40789473684210525,0.25
4203,74,33,28,13,0.44594594594594594,0.3783783783783784,0.17567567567567569
4204,91,27,36,28,0.2967032967032967,0.39560439560439559,0.30769230769230771
4205,84,24,35,25,0.2857142857142857,0.41666666666666669,0.29761904761904762
4206,92,35,39,18,0.38043478260869568,0.42391304347826086,0.19565217391304349
4207,71,29,27,15,0.40845070422535212,0.38028169014084506,0.21126760563380281
4208,63,22,22,19,0.34920634920634919,0.34920634920634919,0.30158730158730157
4209,49,15,21,13,0.30612244897959184,0.42857142857142855,0.26530612244897961
4210,66,22,30,14,0.33333333333333331,0.45454545454545453,0.21212121212121213
4211,71,28,31,12,0.39436619718309857,0.43661971830985913,0.16901408450704225
4212,62,27,21,14,0.43548387096774194,0.33870967741935482,0.22580645161290322
4213,49,15,17,17,0.30612244897959184,0.34693877551020408,0.34693877551020408
4214,58,14,21,23,0.2413793103448276,0.36206896551724138,0.39655172413793105
4215,69,29,27,13,0.42028985507246375,0.391304347826087,0.18840579710144928
4216,62,24,20,18,0.38709677419354838,0.32258064516129031,0.29032258064516131
4217,84,37,25,22,0.44047619047619047,0.29761904761904762,0.26190476190476192
4218,77,31,30,16,0.40259740259740262,0.38961038961038963,0.20779220779220781
4219,78,33,33,12,0.42307692307692307,0.42307692307692307,0.15384615384615385
4220,89,30,38,21,0.33707865168539325,0.42696629213483145,0.23595505617977527
4221,79,25,34,20,0.31645569620253167,0.43037974683544306,0.25316455696202533
4222,85,26,37,22,0.30588235294117649,0.43529411764705883,0.25882352941176473
4223,85,32,40,13,0.37647058823529411,0.47058823529411764,0.15294117647058825
4224,84,41,23,20,0.48809523809523808,0.27380952380952384,0.23809523809523808
4225,78,28,34,16,0.358974358974359,0.4358974358974359,0.20512820512820512
4226,82,31,37,14,0.37804878048780488,0.45121951219512196,0.17073170731707318
4227,95,40,36,19,0.42105263157894735,0.37894736842105264,0.2
4228,60,24,22,14,0.4,0.36666666666666664,0.23333333333333334
4229,68,18,32,18,0.26470588235294118,0.47058823529411764,0.26470588235294118
4230,75,24,27,24,0.32,0.36,0.32
4231,61,19,27,15,0.31147540983606559,0.44262295081967212,0.24590163934426229
4232,56,27,14,15,0.48214285714285715,0.25,0.26785714285714285
4233,40,16,17,7,0.4,0.425,0.175
4234,61,26,23,12,0.42622950819672129,0.37704918032786883,0.19672131147540983
4235,46,24,12,10,0.52173913043478259,0.2608695652173913,0.21739130434782608
4236,47,19,20,8,0.40425531914893614,0.425531914893617,0.1702127659574468
4237,52,19,25,8,0.36538461538461536,0.48076923076923078,0.15384615384615385
4238,57,23,17,17,0.40350877192982454,0.2982456140350877,0.2982456140350877
4239,60,26,20,14,0.43333333333333335,0.33333333333333331,0.23333333333333334
4240,60,24,19,17,0.4,0.31666666666666665,0.28333333333333333
4241,67,26,29,12,0.38805970149253732,0.43283582089552236,0.17910447761194029
4242,61,22,22,17,0.36065573770491804,0.36065573770491804,0.27868852459016391
4243,67,30,29,8,0.44776119402985076,0.43283582089552236,0.11940298507462686
4244,70,30,25,15,0.42857142857142855,0.35714285714285715,0.21428571428571427
4245,73,30,33,10,0.410958904109589,0.45205479452054792,0.136986301369863
4246,82,30,30,22,0.36585365853658536,0.36585365853658536,0.26829268292682928
4247,89,36,31,22,0.4044943820224719,0.34831460674157305,0.24719101123595505
4248,69,24,34,11,0.34782608695652173,0.49275362318840582,0.15942028985507245
4249,78,27,29,22,0.34615384615384615,0.37179487179487181,0.28205128205128205
4250,77,25,28,24,0.32467532467532467,0.36363636363636365,0.31168831168831168
4251,68,21,25,22,0.30882352941176472,0.36764705882352944,0.3235294117647059
4252,63,19,27,17,0.30158730158730157,0.42857142857142855,0.26984126984126983
4253,61,22,25,14,0.36065573770491804,0.4098360655737705,0.22950819672131148
4254,47,14,20,13,0.2978723404255319,0.425531914893617,0.27659574468085107
4255,64,27,25,12,0.421875,0.390625,0.1875
4256,60,33,17,10,0.55,0.28333333333333333,0.16666666666666666
4257,49,20,15,14,0.40816326530612246,0.30612244897959184,0.2857142857142857
4258,57,20,23,14,0.35087719298245612,0.40350877192982454,0.24561403508771928
4259,48,19,19,10,0.39583333333333331,0.39583333333333331,0.20833333333333334
4260,58,30,20,8,0.51724137931034486,0.34482758620689657,0.13793103448275862
4261,59,20,20,19,0.33898305084745761,0.33898305084745761,0.32203389830508472
4262,56,23,19,14,0.4107142857142857,0.3392857142857143,0.25
4263,55,24,18,13,0.43636363636363634,0.32727272727272727,0.23636363636363636
4264,49,12,27,10,0.24489795918367346,0.55102040816326525,0.20408163265306123
4265,49,18,24,7,0.36734693877551022,0.48979591836734693,0.14285714285714285
4266,65,29,24,12,0.44615384615384618,0.36923076923076925,0.18461538461538463
4267,76,28,28,20,0.36842105263157893,0.36842105263157893,0.26315789473684209
4268,54,24,17,13,0.44444444444444442,0.31481481481481483,0.24074074074074073
4269,62,25,23,14,0.40322580645161288,0.37096774193548387,0.22580645161290322
4270,73,23,30,20,0.31506849315068491,0.410958904109589,0.273972602739726
4271,71,25,24,22,0.352112676056338,0.3380281690140845,0.30985915492957744
4272,80,29,35,16,0.3625,0.4375,0.2
4273,65,25,33,7,0.38461538461538464,0.50769230769230766,0.1076923076923077
4274,61,23,25,13,0.37704918032786883,0.4098360655737705,0.21311475409836064
4275,60,23,24,13,0.38333333333333336,0.4,0.21666666666666667
4276,60,26,21,13,0.43333333333333335,0.35,0.21666666666666667
4277,66,27,21,18,0.40909090909090912,0.31818181818181818,0.27272727272727271
4278,69,27,28,14,0.391304347826087,0.40579710144927539,0.20289855072463769
4279,61,24,21,16,0.39344262295081966,0.34426229508196721,0.26229508196721313
4280,48,16,23,9,0.33333333333333331,0.47916666666666669,0.1875
4281,37,8,17,12,0.21621621621621623,0.45945945945945948,0.32432432432432434
4282,53,21,23,9,0.39622641509433965,0.43396226415094341,0.16981132075471697
4283,40,15,15,10,0.375,0.375,0.25
4284,57,23,23,11,0.40350877192982454,0.40350877192982454,0.19298245614035087
4285,49,21,15,13,0.42857142857142855,0.30612244897959184,0.26530612244897961
4286,43,14,16,13,0.32558139534883723,0.37209302325581395,0.30232558139534882
4287,53,25,16,12,0.47169811320754718,0.30188679245283018,0.22641509433962265
4288,47,20,19,8,0.425531914893617,0.40425531914893614,0.1702127659574468
4289,58,25,19,14,0.43103448275862066,0.32758620689655171,0.2413793103448276
4290,59,24,25,10,0.40677966101694918,0.423728813559322,0.16949152542372881
4291,59,23,22,14,0.38983050847457629,0.3728813559322034,0.23728813559322035
4292,69,27,16,26,0.391304347826087,0.2318840579710145,0.37681159420289856
4293,65,28,26,11,0.43076923076923079,0.4,0.16923076923076924
4294,82,32,28,22,0.3902439024390244,0.34146341463414637,0.26829268292682928
4295,74,29,19,26,0.39189189189189189,0.25675675675675674,0.35135135135135137
4296,77,29,33,15,0.37662337662337664,0.42857142857142855,0.19480519480519481
4297,72,24,28,20,0.33333333333333331,0.3888888888888889,0.27777777777777779
4298,64,28,18,18,0.4375,0.28125,0.28125
4299,89,39,34,16,0.43820224719101125,0.38202247191011235,0.1797752808988764
4300,65,18,24,23,0.27692307692307694,0.36923076923076925,0.35384615384615387
4301,55,17,21,17,0.30909090909090908,0.38181818181818183,0.30909090909090908
4302,50,25,16,9,0.5,0.32,0.18
4303,61,27,22,12,0.44262295081967212,0.36065573770491804,0.19672131147540983
4304,48,14,24,10,0.29166666666666669,0.5,0.20833333333333334
4305,57,14,26,17,0.24561403508771928,0.45614035087719296,0.2982456140350877
4306,49,17,15,17,0.34693877551020408,0.30612244897959184,0.34693877551020408
4307,56,21,23,12,0.375,0.4107142857142857,0.21428571428571427
4308,54,16,19,19,0.29629629629629628,0.35185185185185186,0.35185185185185186
4309,53,21,14,18,0.39622641509433965,0.26415094339622641,0.33962264150943394
4310,44,20,16,8,0.45454545454545453,0.36363636363636365,0.18181818181818182
4311,49,15,20,14,0.30612244897959184,0.40816326530612246,0.2857142857142857
4312,76,23,36,17,0.30263157894736842,0.47368421052631576,0.22368421052631579
4313,61,23,20,18,0.37704918032786883,0.32786885245901637,0.29508196721311475
4314,58,24,25,9,0.41379310344827586,0.43103448275862066,0.15517241379310345
4315,57,22,21,14,0.38596491228070173,0.36842105263157893,0.24561403508771928
4316,66,22,21,23,0.33333333333333331,0.31818181818181818,0.34848484848484851
4317,67,27,22,18,0.40298507462686567,0.32835820895522388,0.26865671641791045
4318,64,19,27,18,0.296875,0.421875,0.28125
4319,81,31,38,12,0.38271604938271603,0.46913580246913578,0.14814814814814814
4320,64,22,22,20,0.34375,0.34375,0.3125
4321,69,25,27,17,0.36231884057971014,0.391304347826087,0.24637681159420291
4322,61,23,26,12,0.37704918032786883,0.42622950819672129,0.19672131147540983
4323,70,21,28,21,0.3,0.4,0.3
4324,65,25,23,17,0.38461538461538464,0.35384615384615387,0.26153846153846155
4325,75,27,32,16,0.36,0.42666666666666669,0.21333333333333335
4326,56,21,23,12,0.375,0.4107142857142857,0.21428571428571427
4327,72,31,26,15,0.43055555555555558,0.3611111111111111,0.20833333333333334
4328,57,25,19,13,0.43859649122807015,0.33333333333333331,0.22807017543859648
4329,47,20,13,14,0.425531914893617,0.27659574468085107,0.2978723404255319
4330,48,19,15,14,0.39583333333333331,0.3125,0.29166666666666669
4331,59,22,20,17,0.3728813559322034,0.33898305084745761,0.288135593220339
4332,54,20,21,13,0.37037037037037035,0.3888888888888889,0.24074074074074073
4333,49,14,23,12,0.2857142857142857,0.46938775510204084,0.24489795918367346
4334,46,17,18,11,0.36956521739130432,0.391304347826087,0.2391304347826087
4335,48,14,26,8,0.29166666666666669,0.54166666666666663,0.16666666666666666
4336,62,26,21,15,0.41935483870967744,0.33870967741935482,0.24193548387096775
4337,54,17,27,10,0.31481481481481483,0.5,0.18518518518518517
4338,63,21,27,15,0.33333333333333331,0.42857142857142855,0.23809523809523808
4339,71,27,25,19,0.38028169014084506,0.352112676056338,0.26760563380281688
4340,58,17,23,18,0.29310344827586204,0.39655172413793105,0.31034482758620691
4341,76,32,25,19,0.42105263157894735,0.32894736842105265,0.25
4342,79,32,27,20,0.4050632911392405,0.34177215189873417,0.25316455696202533
4343,83,35,33,15,0.42168674698795183,0.39759036144578314,0.18072289156626506
4344,86,35,37,14,0.40697674418604651,0.43023255813953487,0.16279069767441862
4345,84,30,34,20,0.35714285714285715,0.40476190476190477,0.23809523809523808
4346,77,26,30,21,0.33766233766233766,0.38961038961038963,0.27272727272727271
4347,71,33,26,12,0.46478873239436619,0.36619718309859156,0.16901408450704225
4348,68,30,27,11,0.44117647058823528,0.39705882352941174,0.16176470588235295
4349,81,24,38,19,0.29629629629629628,0.46913580246913578,0.23456790123456789
4350,73,21,32,20,0.28767123287671231,0.43835616438356162,0.273972602739726
4351,56,28,22,6,0.5,0.39285714285714285,0.10714285714285714
4352,54,17,24,13,0.31481481481481483,0.44444444444444442,0.24074074074074073
4353,74,25,32,17,0.33783783783783783,0.43243243243243246,0.22972972972972974
4354,46,23,14,9,0.5,0.30434782608695654,0.19565217391304349
4355,52,19,23,10,0.36538461538461536,0.44230769230769229,0.19230769230769232
4356,45,25,8,12,0.55555555555555558,0.17777777777777778,0.26666666666666666
4357,59,24,28,7,0.40677966101694918,0.47457627118644069,0.11864406779661017
4358,67,27,24,16,0.40298507462686567,0.35820895522388058,0.23880597014925373
4359,63,14,28,21,0.22222222222222221,0.44444444444444442,0.33333333333333331
4360,48,20,17,11,0.41666666666666669,0.35416666666666669,0.22916666666666666
4361,60,24,21,15,0.4,0.35,0.25
4362,60,24,25,11,0.4,0.41666666666666669,0.18333333333333332
4363,76,27,37,12,0.35526315789473684,0.48684210526315791,0.15789473684210525
4364,80,27,40,13,0.3375,0.5,0.1625
4365,59,21,25,13,0.3559322033898305,0.423728813559322,0.22033898305084745
4366,79,35,26,18,0.44303797468354428,0.32911392405063289,0.22784810126582278
4367,106,40,47,19,0.37735849056603776,0.44339622641509435,0.17924528301886791
4368,84,31,32,21,0.36904761904761907,0.38095238095238093,0.25
4369,82,31,32,19,0.37804878048780488,0.3902439024390244,0.23170731707317074
4370,81,36,24,21,0.44444444444444442,0.29629629629629628,0.25925925925925924
4371,64,26,26,12,0.40625,0.40625,0.1875
4372,74,28,27,19,0.3783783783783784,0.36486486486486486,0.25675675675675674
4373,76,28,32,16,0.36842105263157893,0.42105263157894735,0.21052631578947367
4374,61,24,24,13,0.39344262295081966,0.39344262295081966,0.21311475409836064
4375,47,20,12,15,0.425531914893617,0.25531914893617019,0.31914893617021278
4376,59,27,21,11,0.4576271186440678,0.3559322033898305,0.1864406779661017
4377,73,23,28,22,0.31506849315068491,0.38356164383561642,0.30136986301369861
4378,61,31,21,9,0.50819672131147542,0.34426229508196721,0.14754098360655737
4379,70,26,31,13,0.37142857142857144,0.44285714285714284,0.18571428571428572
4380,59,29,21,9,0.49152542372881358,0.3559322033898305,0.15254237288135594
4381,54,26,13,15,0.48148148148148145,0.24074074074074073,0.27777777777777779
4382,65,28,24,13,0.43076923076923079,0.36923076923076925,0.2
4383,66,22,24,20,0.33333333333333331,0.36363636363636365,0.30303030303030304
4384,59,25,20,14,0.423728813559322,0.33898305084745761,0.23728813559322035
4385,51,18,21,12,0.35294117647058826,0.41176470588235292,0.23529411764705882
4386,65,21,23,21,0.32307692307692309,0.35384615384615387,0.32307692307692309
4387,67,28,24,15,0.417910447761194,0.35820895522388058,0.22388059701492538
4388,71,31,21,19,0.43661971830985913,0.29577464788732394,0.26760563380281688
4389,52,18,23,11,0.34615384615384615,0.44230769230769229,0.21153846153846154
4390,74,32,30,12,0.43243243243243246,0.40540540540540543,0.16216216216216217
4391,94,24,43,27,0.25531914893617019,0.45744680851063829,0.28723404255319152
4392,86,27,36,23,0.313953488372093,0.41860465116279072,0.26744186046511625
4393,62,29,17,16,0.46774193548387094,0.27419354838709675,0.25806451612903225
4394,68,26,28,14,0.38235294117647056,0.41176470588235292,0.20588235294117646
4395,78,22,30,26,0.28205128205128205,0.38461538461538464,0.33333333333333331
4396,72,25,25,22,0.34722222222222221,0.34722222222222221,0.30555555555555558
4397,70,28,22,20,0.4,0.31428571428571428,0.2857142857142857
4398,77,26,30,21,0.33766233766233766,0.38961038961038963,0.27272727272727271
4399,60,24,21,15,0.4,0.35,0.25
4400,85,36,27,22,0.42352941176470588,0.31764705882352939,0.25882352941176473
4401,57,19,24,14,0.33333333333333331,0.42105263157894735,0.24561403508771928
4402,56,19,21,16,0.3392857142857143,0.375,0.2857142857142857
4403,58,16,29,13,0.27586206896551724,0.5,0.22413793103448276
4404,57,25,22,10,0.43859649122807015,0.38596491228070173,0.17543859649122806
4405,49,19,16,14,0.38775510204081631,0.32653061224489793,0.2857142857142857
4406,54,19,25,10,0.35185185185185186,0.46296296296296297,0.18518518518518517
4407,54,24,15,15,0.44444444444444442,0.27777777777777779,0.27777777777777779
4408,53,28,12,13,0.52830188679245282,0.22641509433962265,0.24528301886792453
4409,56,21,23,12,0.375,0.4107142857142857,0.21428571428571427
4410,67,30,20,17,0.44776119402985076,0.29850746268656714,0.2537313432835821
4411,75,34,25,16,0.45333333333333331,0.33333333333333331,0.21333333333333335
4412,82,30,34,18,0.36585365853658536,0.41463414634146339,0.21951219512195122
4413,87,31,31,25,0.35632183908045978,0.35632183908045978,0.28735632183908044
4414,78,28,33,17,0.358974358974359,0.42307692307692307,0.21794871794871795
4415,73,30,30,13,0.410958904109589,0.410958904109589,0.17808219178082191
4416,57,26,24,7,0.45614035087719296,0.42105263157894735,0.12280701754385964
4417,86,32,24,30,0.37209302325581395,0.27906976744186046,0.34883720930232559
4418,77,27,28,22,0.35064935064935066,0.36363636363636365,0.2857142857142857
4419,67,20,32,15,0.29850746268656714,0.47761194029850745,0.22388059701492538
4420,81,28,36,17,0.345679012345679,0.44444444444444442,0.20987654320987653
4421,57,13,26,18,0.22807017543859648,0.45614035087719296,0.31578947368421051
4422,56,16,23,17,0.2857142857142857,0.4107142857142857,0.30357142857142855
4423,65,28,19,18,0.43076923076923079,0.29230769230769232,0.27692307692307694
4424,59,24,23,12,0.40677966101694918,0.38983050847457629,0.20338983050847459
4425,55,14,26,15,0.25454545454545452,0.47272727272727272,0.27272727272727271
4426,36,11,18,7,0.30555555555555558,0.5,0.19444444444444445
4427,68,27,23,18,0.39705882352941174,0.33823529411764708,0.26470588235294118
4428,46,21,16,9,0.45652173913043476,0.34782608695652173,0.19565217391304349
4429,61,30,19,12,0.49180327868852458,0.31147540983606559,0.19672131147540983
4430,43,21,14,8,0.48837209302325579,0.32558139534883723,0.18604651162790697
4431,53,20,25,8,0.37735849056603776,0.47169811320754718,0.15094339622641509
4432,50,15,19,16,0.3,0.38,0.32
4433,58,19,21,18,0.32758620689655171,0.36206896551724138,0.31034482758620691
4434,61,21,24,16,0.34426229508196721,0.39344262295081966,0.26229508196721313
4435,59,32,20,7,0.5423728813559322,0.33898305084745761,0.11864406779661017
4436,64,29,23,12,0.453125,0.359375,0.1875
4437,58,20,25,13,0.34482758620689657,0.43103448275862066,0.22413793103448276
4438,71,31,26,14,0.43661971830985913,0.36619718309859156,0.19718309859154928
4439,81,26,28,27,0.32098765432098764,0.345679012345679,0.33333333333333331
4440,67,30,26,11,0.44776119402985076,0.38805970149253732,0.16417910447761194
4441,59,25,21,13,0.423728813559322,0.3559322033898305,0.22033898305084745
4442,58,18,19,21,0.31034482758620691,0.32758620689655171,0.36206896551724138
4443,70,28,29,13,0.4,0.41428571428571431,0.18571428571428572
4444,76,32,20,24,0.42105263157894735,0.26315789473684209,0.31578947368421051
4445,62,28,19,15,0.45161290322580644,0.30645161290322581,0.24193548387096775
4446,60,21,19,20,0.35,0.31666666666666665,0.33333333333333331
4447,57,24,17,16,0.42105263157894735,0.2982456140350877,0.2807017543859649
4448,65,28,22,15,0.43076923076923079,0.33846153846153848,0.23076923076923078
4449,43,17,16,10,0.39534883720930231,0.37209302325581395,0.23255813953488372
4450,46,21,13,12,0.45652173913043476,0.28260869565217389,0.2608695652173913
4451,50,17,20,13,0.34,0.4,0.26
4452,39,12,17,10,0.30769230769230771,0.4358974358974359,0.25641025641025639
4453,46,19,18,9,0.41304347826086957,0.391304347826087,0.19565217391304349
4454,56,27,22,7,0.48214285714285715,0.39285714285714285,0.125
4455,57,22,26,9,0.38596491228070173,0.45614035087719296,0.15789473684210525
4456,62,28,24,10,0.45161290322580644,0.38709677419354838,0.16129032258064516
4457,46,8,31,7,0.17391304347826086,0.67391304347826086,0.15217391304347827
4458,47,18,20,9,0.38297872340425532,0.425531914893617,0.19148936170212766
4459,58,20,20,18,0.34482758620689657,0.34482758620689657,0.31034482758620691
4460,54,23,21,10,0.42592592592592593,0.3888888888888889,0.18518518518518517
4461,70,27,26,17,0.38571428571428573,0.37142857142857144,0.24285714285714285
4462,77,35,26,16,0.45454545454545453,0.33766233766233766,0.20779220779220781
4463,60,32,24,4,0.53333333333333333,0.4,0.066666666666666666
4464,65,24,28,13,0.36923076923076925,0.43076923076923079,0.2
4465,60,29,17,14,0.48333333333333334,0.28333333333333333,0.23333333333333334
4466,49,22,16,11,0.44897959183673469,0.32653061224489793,0.22448979591836735
4467,64,27,17,20,0.421875,0.265625,0.3125
4468,60,17,26,17,0.28333333333333333,0.43333333333333335,0.28333333333333333
4469,50,14,18,18,0.28,0.36,0.36
4470,59,22,23,14,0.3728813559322034,0.38983050847457629,0.23728813559322035
4471,51,17,20,14,0.33333333333333331,0.39215686274509803,0.27450980392156865
4472,56,16,18,22,0.2857142857142857,0.32142857142857145,0.39285714285714285
4473,47,18,16,13,0.38297872340425532,0.34042553191489361,0.27659574468085107
4474,53,19,23,11,0.35849056603773582,0.43396226415094341,0.20754716981132076
4475,70,28,30,12,0.4,0.42857142857142855,0.17142857142857143
4476,47,15,24,8,0.31914893617021278,0.51063829787234039,0.1702127659574468
4477,41,20,13,8,0.48780487804878048,0.31707317073170732,0.1951219512195122
4478,43,16,17,10,0.37209302325581395,0.39534883720930231,0.23255813953488372
4479,59,29,17,13,0.49152542372881358,0.288135593220339,0.22033898305084745
4480,51,22,18,11,0.43137254901960786,0.35294117647058826,0.21568627450980393
4481,56,23,16,17,0.4107142857142857,0.2857142857142857,0.30357142857142855
4482,60,24,18,18,0.4,0.3,0.3
4483,62,27,24,11,0.43548387096774194,0.38709677419354838,0.17741935483870969
4484,69,18,37,14,0.2608695652173913,0.53623188405797106,0.20289855072463769
4485,62,25,20,17,0.40322580645161288,0.32258064516129031,0.27419354838709675
4486,64,27,23,14,0.421875,0.359375,0.21875
4487,85,32,32,21,0.37647058823529411,0.37647058823529411,0.24705882352941178
4488,76,32,26,18,0.42105263157894735,0.34210526315789475,0.23684210526315788
4489,69,27,33,9,0.391304347826087,0.47826086956521741,0.13043478260869565
4490,51,24,17,10,0.47058823529411764,0.33333333333333331,0.19607843137254902
